Date,AdjustedVolume,MarketCap,AdjustedOpenPrice,AdjustedLowPrice,AdjustedHighPrice,AdjustedClosePrice,Volume,ClosePrice,OpenPrice,LowPrice,HighPrice
2016-09-22,31073984.0,602539896459.0,109.838224396246,109.502033941164,110.4049454491,110.097571318739,31073984.0,114.62,114.35,114.0,114.94
2016-09-21,36003185.0,596915069298.0,109.357952317557,108.00454559981,109.491467955433,109.069789070343,36003185.0,113.55,113.85,112.441,113.989
2016-09-20,34514269.0,597020206254.0,108.589516991654,108.07082314667,109.617299240049,109.088999953491,34514269.0,113.57,113.05,112.51,114.12
2016-09-19,47023046.0,597072774733.0,110.645081488444,108.78162582313,111.596020204249,109.098605395065,47023046.0,113.58,115.19,113.25,116.18
2016-09-16,79886911.0,604116950804.0,110.577843397428,109.540455707459,111.54799299638,110.385734565952,79886911.0,114.92,115.12,114.04,116.13
2016-09-15,90613177.0,607533901883.0,109.367557759131,109.012156420901,111.163775333429,111.010088268248,90613177.0,115.57,113.86,113.49,115.73
2016-09-14,112340318.0,587557880189.0,104.439966231778,104.315095491319,108.570306108506,107.360020470209,112340318.0,111.77,108.73,108.6,113.03
2016-09-13,62176190.0,567476721539.0,103.268102359776,103.008755437284,104.497598881221,103.690741789023,62176190.0,107.95,107.51,107.24,108.79
2016-09-12,45292770.0,554282033525.0,98.5998577549163,98.4845924560309,101.548728318069,101.279775954003,45292770.0,105.44,102.65,102.53,105.72
2016-09-09,46556984.0,542138715075.0,100.5113406281,99.060918950458,101.548728318069,99.060918950458,46556984.0,103.13,104.64,103.13,105.72
2016-09-08,53002026.0,554702581350.0,103.018360878858,101.087667122527,103.037571762006,101.356619486593,53002026.0,105.52,107.25,105.24,107.27
2016-09-07,42364328.0,569632029143.0,103.575476490138,102.84546293053,104.4687825565,104.084564893548,42364328.0,108.36,107.83,107.07,108.76
2016-09-06,26880391.0,566162509585.0,103.642714581154,103.268102359776,104.026932244106,103.450605749678,26880391.0,107.7,107.9,107.51,108.3
2016-09-02,26802450.0,566320215020.0,103.450605749678,102.605326891185,103.738768996892,103.4794220744,26802450.0,107.73,107.7,106.82,108.0
2016-09-01,26701523.0,561063367206.0,101.952156864168,101.452673902331,102.586116008038,102.518877917021,26701523.0,106.73,106.14,105.62,106.8
2016-08-31,29662406.0,557751553083.0,101.491095668626,101.471884785478,102.365094797425,101.913735097873,29662406.0,106.1,105.66,105.64,106.5699
2016-08-30,24863945.0,557225868301.0,101.625571850659,101.337408603445,102.297952760824,101.817680682135,24863945.0,106.0,105.8,105.5,106.5
2016-08-29,24970300.0,561536483509.0,102.413218059709,102.096238487775,103.20086426876,102.605326891185,24970300.0,106.82,106.62,106.29,107.44
2016-08-26,27766291.0,562167305247.0,103.172047944039,102.115449370922,103.690741789023,102.720592190071,27766291.0,106.94,107.41,106.31,107.95
2016-08-25,25086248.0,565479119369.0,103.152837060891,102.470850709152,103.623503698007,103.325735009219,25086248.0,107.57,107.39,106.68,107.88
2016-08-24,23675081.0,567897269364.0,104.281476445811,103.431394866531,104.459177114926,103.767585321613,23675081.0,108.03,108.565,107.68,108.75
2016-08-23,21257669.0,572207884572.0,104.305490049745,104.247857400303,105.006687284632,104.555231530664,21257669.0,108.85,108.59,108.53,109.32
2016-08-22,25820230.0,570420556315.0,104.564836972238,103.594687373285,104.795367570008,104.228646517155,25820230.0,108.51,108.86,107.85,109.1
2016-08-19,25368072.0,574888876957.0,104.478387998074,104.084564893548,105.362088622862,105.045109050927,25368072.0,109.36,108.77,108.36,109.69
2016-08-18,21984703.0,573416959569.0,104.920238310468,104.718524037418,105.275639648698,104.776156686861,21984703.0,109.08,109.23,109.02,109.6
2016-08-17,25355976.0,574152918263.0,104.795367570008,104.065354010401,105.054714492501,104.910632868894,25355976.0,109.22,109.1,108.34,109.37
2016-08-16,33794448.0,574994013913.0,105.304455973419,104.90102742732,105.880782467846,105.064319934074,33794448.0,109.38,109.63,109.21,110.23
2016-08-15,25868209.0,575519698695.0,103.873245178925,103.815612529482,105.218006999255,105.160374349812,25868209.0,109.48,108.14,108.08,109.54
2016-08-12,18660434.0,568685796536.0,103.527449282269,103.527449282269,104.161408426139,103.91166694522,18660434.0,108.18,107.78,107.78,108.44
2016-08-11,27484506.0,567371584583.0,104.238251958729,103.594687373285,104.632075063254,103.671530905875,27484506.0,107.93,108.52,107.85,108.93
2016-08-10,24008505.0,567739563930.0,104.420755348631,103.508238399121,104.603258738533,103.738768996892,24008505.0,108.0,108.71,107.76,108.9
2016-08-09,26315204.0,571997610659.0,103.959694153089,103.748374438466,104.641680504828,104.516809764369,26315204.0,108.81,108.23,108.01,108.94
2016-08-08,28037220.0,569684597621.0,103.27770780135,102.931911904694,104.094170335122,104.094170335122,28037220.0,108.37,107.52,107.16,108.37
2016-08-05,40553402.0,565006003066.0,102.077027604627,101.990578630463,103.402578541809,103.239286035055,40553402.0,107.48,106.27,106.18,107.65
2016-08-04,27408650.0,556542478085.0,101.414252136036,101.126088888822,101.817680682135,101.692809941676,27408650.0,105.87,105.58,105.28,106.0
2016-08-03,30202641.0,553125527006.0,100.132194899795,100.093980151241,101.116224675072,101.068456239379,30202641.0,105.79,104.81,104.77,105.84
2016-08-02,33816556.0,546276160900.0,101.316852104983,99.3583462415678,101.33595947926,99.8169232242212,33816556.0,104.48,106.05,104.0,106.07
2016-08-01,38167871.0,554484943180.0,99.7500474142509,99.7500474142509,101.412388976369,101.316852104983,38167871.0,106.05,104.41,104.41,106.15
2016-07-29,27733688.0,544864459489.0,99.5398662972014,99.0526282531322,99.8837990341914,99.5589736714786,27733688.0,104.21,104.19,103.68,104.55
2016-07-28,39869839.0,545544167576.0,98.2405648463501,98.2310111592115,99.7882621628053,99.6831716042806,39869839.0,104.34,102.83,102.82,104.45
2016-07-27,92344820.0,538276519570.0,99.611518950741,98.1641353492412,99.6927252914192,98.3552090920135,92344820.0,102.95,104.265,102.75,104.35
2016-07-26,56239822.0,505441390450.0,92.4987988760441,92.1166513904997,93.5974728969846,92.355493568965,56239822.0,96.67,96.82,96.42,97.97
2016-07-25,40382921.0,508944501359.0,93.8649761368657,92.5943357474303,94.4286436780438,92.995590607252,40382921.0,97.34,98.25,96.92,98.84
2016-07-22,28313669.0,515846152703.0,94.8298985378655,93.9222982596974,94.86811328642,94.2566773095488,28313669.0,98.66,99.26,98.31,99.3
2016-07-21,32702028.0,519872115987.0,95.3744587047664,94.7057006050636,96.4922400999841,94.9923112192219,32702028.0,99.43,99.83,99.13,101.0
2016-07-20,26275968.0,522643233572.0,95.5368713861228,95.2836986769496,95.976340994499,95.4986566375684,26275968.0,99.96,100.0,99.735,100.46
2016-07-19,23779924.0,522172666435.0,95.1165091520239,94.9063280349744,95.5368713861228,95.4126734533209,23779924.0,99.87,99.56,99.34,100.0
2016-07-18,36493867.0,521963525485.0,94.2948920581033,94.1993551867171,95.6610693189248,95.3744587047664,36493867.0,99.83,98.7,98.6,100.13
2016-07-15,30136990.0,516473575552.0,94.5050731751527,94.103818315331,94.86811328642,94.3713215552121,30136990.0,98.78,98.92,98.5,99.3
2016-07-14,38918997.0,516525860790.0,93.043359042945,92.9764832329747,94.571948985123,94.3808752423508,38918997.0,98.79,97.39,97.32,98.99
2016-07-13,25892171.0,506487095199.0,93.0624664172223,92.5179062503214,93.3108622828262,92.5465673117372,25892171.0,96.87,97.41,96.84,97.67
2016-07-12,24167463.0,509362783259.0,92.8331779258956,92.7854094902025,93.339523344242,93.0720201043609,24167463.0,97.42,97.17,97.12,97.7
2016-07-11,23794945.0,507062232811.0,92.4319230660738,92.4128156917966,93.291754908549,92.6516578702619,23794945.0,96.98,96.75,96.73,97.65
2016-07-08,28912103.0,505493675687.0,92.1835272004699,91.763164966371,92.5656746860144,92.3650472561036,28912103.0,96.68,96.49,96.05,96.89
2016-07-07,25139558.0,501624568116.0,91.4287859165196,91.3523564194107,92.1930808876085,91.6580744078463,25139558.0,95.94,95.7,95.62,96.5
2016-07-06,30949090.0,499480873380.0,90.3778803312722,90.1581455270841,91.3905711679651,91.2663732351632,30949090.0,95.53,94.6,94.37,95.66
2016-07-05,27705210.0,496657470558.0,91.1326216152226,90.2441287113316,91.1421753023612,90.7504741296781,27705210.0,94.99,95.39,94.46,95.4
2016-07-01,26026540.0,501363141929.0,91.2281584866087,91.0752994923909,92.1596429826234,91.6103059721532,26026540.0,95.89,95.49,95.33,96.465
2016-06-30,35836356.0,499846870042.0,90.2250213370544,90.0912697171138,91.4956617264898,91.3332490451334,35836356.0,95.6,94.44,94.3,95.77
2016-06-29,36531006.0,493572641548.0,89.7759980415396,89.4511726788268,90.3301118955792,90.1868065885,36531006.0,94.4,93.97,93.63,94.55
2016-06-28,40444914.0,489337537315.0,88.7537535177081,88.0276732951736,89.4798337402427,89.4129579302724,40444914.0,93.59,92.9,92.14,93.66
2016-06-27,46622188.0,481233325510.0,88.8492903890943,87.4162373183024,88.8970588247873,87.9321364237875,46622188.0,92.04,93.0,91.5,93.05
2016-06-24,75311356.0,494421224879.0,88.7633072048467,88.5149113392428,90.4304256105346,89.2314378746387,75311356.0,93.4,92.91,92.65,94.655
2016-06-23,32240187.0,508713915534.0,91.6580744078463,90.998869995282,91.9924534576977,91.8109334020641,32240187.0,96.1,95.94,95.25,96.29
