Date,AdjustedVolume,MarketCap,AdjustedOpenPrice,AdjustedLowPrice,AdjustedHighPrice,AdjustedClosePrice,Volume,ClosePrice,OpenPrice,LowPrice,HighPrice
2018-12-20,64772960.0,780818305544.0,159.715011115011,154.636790686791,161.417708552709,156.160256815257,64772960.0,156.83,160.4,155.3,162.11
2018-12-19,49047297.0,801032054958.0,165.291096291096,158.410605475606,166.734904059904,160.202918567919,49047297.0,160.89,166.0,159.09,167.45
2018-12-18,33841518.0,826822011106.0,164.673744003744,163.687971802972,166.814562419562,165.360797355797,33841518.0,166.07,165.38,164.39,167.53
2018-12-17,44287922.0,816217260798.0,164.743445068445,162.035060840061,167.631060606061,163.239893529894,44287922.0,163.94,165.45,162.73,168.35
2018-12-14,40703710.0,823884545058.0,168.278284778285,164.574171054171,168.357943137943,164.773316953317,40703710.0,165.48,169.0,165.28,169.08
2018-12-13,31897827.0,851118340450.0,169.761921726922,168.825936000936,171.833039078039,170.219957294957,31897827.0,170.95,170.49,169.55,172.57
2018-12-12,35627674.0,841907641826.0,169.672306072306,168.298199368199,171.185814905815,168.377857727858,35627674.0,169.1,170.4,169.02,171.92
2018-12-11,47281665.0,839567626500.0,170.926925236925,166.286825786826,171.05637007137,167.909864864865,47281665.0,168.63,171.66,167.0,171.79
2018-12-10,62025994.0,844397019832.0,164.295366795367,162.632498537499,169.36362992863,168.875722475723,62025994.0,169.6,165.0,163.33,170.09
2018-12-07,42281631.0,838870600658.0,172.74911021411,167.581274131274,173.74483970984,167.770462735463,42281631.0,168.49,173.49,168.3,174.49
2018-12-06,43098410.0,869888250620.0,171.026498186498,169.692220662221,174.033601263601,173.973857493858,43098410.0,174.72,171.76,170.42,174.78
2018-12-04,41344282.0,879696399966.0,180.177252252252,175.517238212238,181.611003153153,175.935444600445,41344282.0,176.69,180.95,176.27,182.3899
2018-12-03,40798002.0,920173686353.0,183.672262782263,180.436141921142,184.150212940213,184.030725400725,40798002.0,184.82,184.46,181.21,184.94
2018-11-30,39531549.0,889106248831.0,179.520070785071,176.273992628993,179.5598999649,177.817373347373,39531549.0,178.58,180.29,177.03,180.33
2018-11-29,41769992.0,893935642163.0,181.87994968995,176.941131391131,182.019351819352,178.783230958231,41769992.0,179.55,182.66,177.7,182.8
