Date,AdjustedLowPrice
2018-05-08,180.910254327243
2018-05-07,181.978980681993
2018-05-04,175.497672466093
2018-05-03,171.824701310125
2018-05-02,171.193217009637
2018-05-01,162.791156358933
2018-04-30,159.412602076177
2018-04-27,158.220750565351
2018-04-26,160.919653986561
2018-04-25,159.974052787889
2018-04-24,158.801999802159
2018-04-23,161.628854885565
2018-04-20,162.948756558712
2018-04-19,170.070315586213
2018-04-18,174.227020855377
2018-04-17,173.764070268527
2018-04-16,172.207866795837
2018-04-13,171.242467072067
2018-04-12,170.444616060688
2018-04-11,169.124714387541
2018-04-10,168.957264175276
2018-04-09,167.297537071356
2018-04-06,165.677210017381
2018-04-05,169.499014862015
2018-04-04,162.298655734625
2018-04-03,162.407005871973
2018-04-02,162.00315536004
2018-03-29,164.396708394179
2018-03-28,162.712356259044
2018-03-27,164.416408419152
2018-03-26,163.943607819815
2018-03-23,162.46610594689
2018-03-22,166.071210516828
2018-03-21,168.691313838149
2018-03-20,172.31611843306
2018-03-19,171.05531683483
2018-03-16,174.955921779354
2018-03-15,175.399270841356
2018-03-14,175.143072016591
2018-03-13,176.551623802113
2018-03-12,177.507075013272
2018-03-09,174.729371492172
2018-03-08,172.44416859538
2018-03-07,171.656167596487
2018-03-06,173.488269918914
2018-03-05,171.902417908641
2018-03-02,169.863465324004
2018-03-01,170.070315586213
2018-02-28,175.379472316259
2018-02-27,175.487822453607
2018-02-26,173.567070018804
2018-02-23,170.937116684996
2018-02-22,169.134564400027
2018-02-21,168.445063525995
2018-02-20,168.848914037928
2018-02-16,169.193664474944
2018-02-15,166.465211016275
2018-02-14,160.437003374739
2018-02-13,159.22545183894
2018-02-12,155.147546669665
2018-02-09,147.98658759222
2018-02-08,152.084672748403
2018-02-07,156.046447571949
2018-02-06,151.074241135613
2018-02-05,153.036244267244
2018-02-02,157.058350687088
2018-02-01,163.591821115421
2018-01-31,163.336760708308
2018-01-30,161.57095788984
2018-01-29,163.895931600823
2018-01-26,166.829126282612
2018-01-25,167.290197018546
2018-01-24,169.909471199273
2018-01-23,173.460696867526
2018-01-22,173.246446125552
2018-01-19,174.039487791357
2018-01-18,174.863529106643
2018-01-17,171.743944127349
2018-01-16,172.793615802771
2018-01-12,172.312925035522
2018-01-11,171.174963219176
2018-01-10,169.71327088611
2018-01-09,170.115481528095
2018-01-08,170.625602342319
2018-01-05,169.762320964401
2018-01-04,168.81074944556
2018-01-03,168.693029257662
2018-01-02,166.04432502996
2017-12-29,166.005084967327
2017-12-28,167.241146940255
2017-12-27,166.485775734577
2017-12-26,166.455364686036
2017-12-22,171.184773234834
2017-12-21,170.792372608508
2017-12-20,169.958521277564
2017-12-19,170.782562592849
2017-12-18,171.537933798527
2017-12-15,169.18353004057
2017-12-14,168.388918772259
2017-12-13,168.732269320295
2017-12-12,168.20350947632
2017-12-11,165.583254294026
2017-12-08,165.612684341001
2017-12-07,165.700974481924
2017-12-06,163.297520645676
2017-12-05,165.200663683358
2017-12-04,166.407295609311
2017-12-01,165.29876383994
2017-11-30,165.239903745991
2017-11-29,163.984221741747
2017-11-28,168.59492910108
2017-11-27,170.046811418488
2017-11-24,171.327901363286
2017-11-22,169.762320964401
2017-11-21,167.53544741
2017-11-20,166.338625499704
2017-11-17,166.41710562497
2017-11-16,167.064566658408
2017-11-15,165.181043652042
2017-11-14,167.927848036326
2017-11-13,170.105671512437
2017-11-10,170.959142874696
2017-11-09,169.242208302298
2017-11-08,170.405418582301
2017-11-07,169.691852612215
2017-11-06,167.854175867336
2017-11-03,167.267683289183
2017-11-02,161.559155528496
2017-11-01,161.88172644648
2017-10-31,163.181784994719
2017-10-30,160.034274825299
2017-10-27,155.12728692142
2017-10-26,153.250510671331
2017-10-25,151.774504349646
2017-10-24,152.683567845783
2017-10-23,151.999326504605
2017-10-20,152.448970814522
2017-10-19,151.530132442083
2017-10-18,156.007025788649
2017-10-17,155.645355365455
2017-10-16,154.100924909653
2017-10-13,152.888840248137
2017-10-12,152.2240509108
2017-10-11,152.243698412169
2017-10-10,151.608331452503
2017-10-09,151.984664190151
2017-10-06,151.080488132166
2017-10-05,150.581969440736
2017-10-04,149.027764108631
2017-10-03,150.4451211725
2017-10-02,149.281910892497
2017-09-29,148.578119798714
2017-09-28,149.262361139892
2017-09-27,150.083450749306
2017-09-26,148.275098633335
2017-09-25,145.80205492879
2017-09-22,147.170537611147
2017-09-21,149.311235521405
2017-09-20,150.36692216208
2017-09-19,154.873140137554
2017-09-18,154.43815814209
2017-09-15,154.443045580242
2017-09-14,154.531019466965
2017-09-13,154.355071693519
2017-09-12,155.195711055538
2017-09-11,156.290497201423
2017-09-08,154.961114024277
2017-09-07,156.749916387643
2017-09-06,156.906314408483
2017-09-05,156.945413913694
2017-09-01,159.946300938576
2017-08-31,159.799677794037
2017-08-30,158.949263555716
2017-08-29,156.398020840751
2017-08-28,156.329596706633
2017-08-25,155.684454870665
2017-08-24,154.980663776882
2017-08-23,155.303234694866
2017-08-22,154.462595332847
2017-08-21,151.618204077569
2017-08-18,153.191861413516
2017-08-17,154.286647559401
2017-08-16,156.544643985289
2017-08-15,156.534869108987
2017-08-14,155.176161302933
2017-08-11,152.55649445385
2017-08-10,151.148912266283
2017-08-09,154.91969551979
2017-08-08,154.101817672787
2017-08-07,152.544052473477
2017-08-04,151.589764285564
2017-08-03,150.937409336169
2017-08-02,152.047386414244
2017-08-01,144.501489611539
2017-07-31,144.228863662538
2017-07-28,145.260947612327
2017-07-27,143.420722456571
2017-07-26,149.029027693162
2017-07-25,147.802210922658
2017-07-24,145.952249125866
2017-07-21,144.959111740219
2017-07-20,146.234611715902
2017-07-19,146.000932331044
2017-07-18,144.754642278469
2017-07-17,144.657275868111
2017-07-14,143.449932379678
2017-07-13,141.609707223922
2017-07-12,141.006035479706
2017-07-11,140.577623274133
2017-07-10,139.594222529522
2017-07-07,139.136600400842
2017-07-06,138.65950499009
2017-07-05,138.964943419382
2017-07-03,139.334156847457
2017-06-30,139.993424811988
2017-06-29,138.532928656625
2017-06-28,139.389850434182
2017-06-27,139.837638555416
2017-06-26,141.551287377707
2017-06-23,141.288398069742
2017-06-22,141.298037344368
2017-06-21,140.801566017955
2017-06-20,141.122875172134
2017-06-19,139.876585119559
2017-06-16,138.455035528339
2017-06-15,138.464772169375
2017-06-14,140.051844658202
2017-06-13,141.327344633885
2017-06-12,138.756871400448
2017-06-09,142.174432403995
2017-06-08,150.333737591952
2017-06-07,150.411630720238
2017-06-06,149.730065847736
2017-06-05,149.418493334592
2017-06-02,148.863504795554
2017-06-01,148.211149846159
2017-05-31,148.366936102731
2017-05-30,149.291917001127
2017-05-26,149.272443719056
2017-05-25,148.999817770055
2017-05-24,148.649298692768
2017-05-23,149.272443719056
2017-05-22,148.882978077626
2017-05-19,148.610352128625
2017-05-18,147.149855973263
2017-05-17,145.767252946186
2017-05-16,150.645310105096
2017-05-15,150.966619259276
2017-05-12,150.596626899917
2017-05-11,148.298779615481
2017-05-10,147.495241173725
2017-05-09,148.794587851608
2017-05-08,144.508683137994
2017-05-05,142.307551079192
2017-05-04,141.386372464275
2017-05-03,139.893093446409
2017-05-02,142.385124015185
2017-05-01,140.562160019349
2017-04-28,138.923431746497
2017-04-27,138.962218214493
2017-04-26,139.026409819027
2017-04-25,139.505228766444
2017-04-24,138.836162193505
2017-04-21,137.546512132621
2017-04-20,136.877445559681
2017-04-19,136.188985752743
2017-04-18,136.828962474685
2017-04-17,136.596243666706
2017-04-13,136.77078277269
2017-04-12,136.731996304694
2017-04-11,135.810817689777
2017-04-10,138.564656917529
2017-04-07,138.923431746497
2017-04-06,139.097970852481
2017-04-05,139.44704906445
2017-04-04,138.826465576505
2017-04-03,138.710106172516
2017-03-31,138.671319704519
2017-03-30,139.146453937477
2017-03-29,138.845858810504
2017-03-28,136.353828241728
2017-03-27,134.414504841903
2017-03-24,136.092019582752
2017-03-23,136.344131624729
2017-03-22,135.519919179803
2017-03-21,135.490829328806
2017-03-20,135.975660178762
2017-03-17,135.645975200792
2017-03-16,136.004750029759
2017-03-15,134.807217830367
2017-03-14,134.627830415883
2017-03-13,134.608437181885
2017-03-10,134.433898075901
2017-03-09,132.89213597304
2017-03-08,134.608437181885
2017-03-07,134.579347330888
2017-03-06,134.391135994935
2017-03-03,134.385414990905
2017-03-02,134.55025747989
2017-03-01,133.420601599492
2017-02-28,132.55275437807
2017-02-27,132.145496464107
2017-02-24,131.175834764194
2017-02-23,132.164889698105
2017-02-22,131.980653975122
2017-02-21,131.854597954133
2017-02-17,131.00129565821
2017-02-16,130.748989683892
2017-02-15,130.535858042252
2017-02-14,129.207421513371
2017-02-13,128.722590663415
2017-02-10,128.043827473476
2017-02-09,127.142042092557
2017-02-08,126.689733537392
2017-02-07,125.9463171769
2017-02-06,124.449829697987
2017-02-03,123.73537761128
2017-02-02,123.368496809998
2017-02-01,122.625080449506
2017-01-31,116.455690133213
2017-01-30,116.494309164927
2017-01-27,117.401856410203
2017-01-26,117.401856410203
2017-01-25,116.127428363645
2017-01-24,115.374357245224
2017-01-23,115.635035709293
2017-01-20,115.600857866226
2017-01-19,115.248845392154
2017-01-18,115.577107161722
2017-01-17,114.13854823038
2017-01-13,114.70817894816
2017-01-12,114.128893472452
2017-01-11,114.505429031662
2017-01-10,114.215786293808
2017-01-09,113.868215008383
2017-01-06,112.448965592898
2017-01-05,111.811751569619
2017-01-04,111.753823022048
2017-01-03,110.798001987129
2016-12-30,111.444870768337
2016-12-29,112.381382287398
2016-12-28,112.188287128829
2016-12-27,112.468275108755
2016-12-23,111.599346895192
2016-12-22,111.647620684835
2016-12-21,112.74826308868
2016-12-20,112.651715509396
2016-12-19,111.753823022048
2016-12-16,111.652448063799
2016-12-15,111.251775609767
2016-12-14,111.010406661556
2016-12-13,109.822871436354
2016-12-12,108.606371937366
2016-12-09,108.432586294654
2016-12-08,106.781622688885
2016-12-07,105.391337547186
2016-12-06,105.420301820971
2016-12-05,104.512754575695
2016-12-02,105.092040051403
2016-12-01,105.265825694116
2016-11-30,106.463015677246
2016-11-29,106.269920518676
2016-11-28,107.544348565235
2016-11-25,107.119539216382
2016-11-23,106.520944224817
2016-11-22,107.554003323163
2016-11-21,106.211991971106
2016-11-18,105.874075443609
2016-11-17,105.072730535546
2016-11-16,102.919719517497
2016-11-15,102.494234335589
2016-11-14,100.486720519523
2016-11-11,102.871445727855
2016-11-10,102.176303157005
2016-11-09,104.319659417125
2016-11-08,105.912694475323
2016-11-07,105.68098028504
2016-11-04,104.377587964696
2016-11-03,105.767873106396
2016-11-02,106.841326625225
2016-11-01,106.16894571506
2016-10-31,108.733598615261
2016-10-28,108.973734654606
2016-10-27,109.598088356902
2016-10-26,108.839258472572
2016-10-25,112.681435102087
2016-10-24,112.3836664133
2016-10-21,111.692074619987
2016-10-20,111.740101827856
2016-10-19,109.309925109688
2016-10-18,112.81591128412
2016-10-17,112.172346698676
2016-10-14,112.508537153759
2016-10-13,111.154169891855
2016-10-12,112.143530373955
2016-10-11,111.615231087397
2016-10-10,110.193625734476
2016-10-07,109.031367304048
2016-10-06,108.666360524244
2016-10-05,108.243721094998
2016-10-04,108.186088445555
2016-10-03,107.849897990473
2016-09-30,107.388836794931
2016-09-29,107.388836794931
2016-09-28,108.954523771458
2016-09-27,107.907530639915
2016-09-26,107.148700755586
2016-09-23,107.148700755586
2016-09-22,109.502033941164
2016-09-21,108.00454559981
2016-09-20,108.07082314667
2016-09-19,108.78162582313
2016-09-16,109.540455707459
2016-09-15,109.012156420901
2016-09-14,104.315095491319
2016-09-13,103.008755437284
2016-09-12,98.4845924560309
2016-09-09,99.060918950458
2016-09-08,101.087667122527
2016-09-07,102.84546293053
2016-09-06,103.268102359776
2016-09-02,102.605326891185
2016-09-01,101.452673902331
2016-08-31,101.471884785478
2016-08-30,101.337408603445
2016-08-29,102.096238487775
2016-08-26,102.115449370922
2016-08-25,102.470850709152
2016-08-24,103.431394866531
2016-08-23,104.247857400303
2016-08-22,103.594687373285
2016-08-19,104.084564893548
2016-08-18,104.718524037418
2016-08-17,104.065354010401
2016-08-16,104.90102742732
2016-08-15,103.815612529482
2016-08-12,103.527449282269
2016-08-11,103.594687373285
2016-08-10,103.508238399121
2016-08-09,103.748374438466
2016-08-08,102.931911904694
2016-08-05,101.990578630463
2016-08-04,101.126088888822
2016-08-03,100.093980151241
2016-08-02,99.3583462415678
2016-08-01,99.7500474142509
2016-07-29,99.0526282531322
2016-07-28,98.2310111592115
2016-07-27,98.1641353492412
2016-07-26,92.1166513904997
2016-07-25,92.5943357474303
2016-07-22,93.9222982596974
2016-07-21,94.7057006050636
2016-07-20,95.2836986769496
2016-07-19,94.9063280349744
2016-07-18,94.1993551867171
2016-07-15,94.103818315331
2016-07-14,92.9764832329747
2016-07-13,92.5179062503214
2016-07-12,92.7854094902025
2016-07-11,92.4128156917966
2016-07-08,91.763164966371
2016-07-07,91.3523564194107
2016-07-06,90.1581455270841
2016-07-05,90.2441287113316
2016-07-01,91.0752994923909
2016-06-30,90.0912697171138
2016-06-29,89.4511726788268
2016-06-28,88.0276732951736
2016-06-27,87.4162373183024
2016-06-24,88.5149113392428
2016-06-23,90.998869995282
2016-06-22,91.0944068666681
2016-06-21,90.4504883535257
2016-06-20,90.7886888782325
2016-06-17,91.0466384309751
2016-06-16,91.7822723406482
2016-06-15,92.699426305955
2016-06-14,92.4319230660738
2016-06-13,92.7663021159253
2016-06-10,94.0847109410538
2016-06-09,94.0656035667765
2016-06-08,94.275784683826
2016-06-07,94.5432879237072
2016-06-06,93.1962180371628
2016-06-03,93.1006811657767
2016-06-02,92.3172788204105
2016-06-01,93.9414056339746
2016-05-31,94.4095363037666
2016-05-27,94.8155680071576
2016-05-26,94.2375699352716
2016-05-25,93.7312245169251
2016-05-24,92.5179062503214
2016-05-23,91.4001248551037
2016-05-20,90.3014508341633
2016-05-19,89.3938505559951
2016-05-18,89.6995685444307
2016-05-17,88.8588440762329
2016-05-16,87.5595426253816
2016-05-13,85.9831842475106
2016-05-12,85.4768388291641
2016-05-11,88.3333912836092
2016-05-10,87.9990122337578
2016-05-09,88.4575892164112
2016-05-06,87.7506163681538
2016-05-05,88.5435724006587
2016-05-04,89.0902717252382
2016-05-03,88.9573295163112
2016-05-02,87.7418578918356
2016-04-29,87.8463124845639
2016-04-28,89.4985942240855
2016-04-27,90.8565039295544
2016-04-26,98.6716066400501
2016-04-25,99.2413589640231
2016-04-22,99.3458135567515
2016-04-21,100.200442042711
2016-04-20,100.713219134287
2016-04-19,100.874648959412
2016-04-18,101.548855876114
2016-04-15,104.198204182588
2016-04-14,105.717543713182
2016-04-13,105.214262493673
2016-04-12,103.182145871503
2016-04-11,103.343575696628
2016-04-08,102.716848140258
2016-04-07,102.670318367134
2016-04-06,103.694922963078
2016-04-05,103.903832148535
2016-04-04,104.710981274163
2016-04-01,102.745335756457
2016-03-31,103.391055056959
2016-03-30,103.125170639105
2016-03-29,99.5927062304731
2016-03-28,99.763631927665
2016-03-24,99.6022021025393
2016-03-23,100.561285181227
2016-03-22,99.9060700086582
2016-03-21,99.8396938629154
2016-03-18,99.8870782645258
2016-03-17,99.6686732070028
2016-03-16,99.3173259405528
2016-03-15,98.6146314076528
2016-03-14,96.6489858899461
2016-03-11,96.3831014720921
2016-03-10,95.1011587431529
2016-03-09,95.2151092079475
2016-03-08,95.3385555448083
2016-03-07,95.8703243805164
2016-03-04,96.2596551352313
2016-03-03,95.3860349051394
2016-03-02,94.6168692677759
2016-03-01,92.508785669076
2016-02-29,91.7776035199773
2016-02-26,91.7111324155138
2016-02-25,90.4481814307071
2016-02-24,88.6154781219274
2016-02-23,89.783470386072
2016-02-22,91.0844048591436
2016-02-19,90.970454394349
2016-02-18,91.2467842714759
2016-02-17,91.3028099166665
2016-02-16,89.8404456184693
2016-02-12,88.3211060878747
2016-02-11,87.9222794610937
2016-02-10,89.3561561430923
2016-02-09,89.1947263179666
2016-02-08,88.3495937040734
2016-02-05,88.9668253883774
2016-02-04,90.3912061983098
2016-02-03,88.8550126035529
2016-02-02,89.043905062319
2016-02-01,90.1017028314089
2016-01-29,89.1100174228871
2016-01-28,87.2588713269797
2016-01-27,88.1561105061185
2016-01-26,92.6234171559357
2016-01-25,93.7001041709023
2016-01-22,92.9067558440848
2016-01-21,89.667250176247
2016-01-20,88.2316674896249
2016-01-19,90.1961490607919
2016-01-15,90.0639243396557
2016-01-14,90.4228200113112
2016-01-13,91.8961811896864
2016-01-12,93.3505586759557
2016-01-11,91.9339596814396
2016-01-08,91.3861715510181
2016-01-07,91.0744989940541
2016-01-06,94.3234492848302
2016-01-05,96.7223835111592
2016-01-04,96.3351539706887
2015-12-31,98.9985376392901
2015-12-30,101.22746865273
2015-12-29,100.925240718704
2015-12-28,100.283667482505
2015-12-24,101.954704618979
2015-12-23,101.246357898606
2015-12-22,100.538955640527
2015-12-21,99.7068843596628
2015-12-18,99.9335553101821
2015-12-17,102.927500781624
2015-12-16,102.757497568735
2015-12-15,104.221414124172
2015-12-14,103.692515239627
2015-12-11,106.583514321041
2015-12-10,109.094839560336
2015-12-09,108.688720773989
2015-12-08,110.369863657007
2015-12-07,111.267102836145
2015-12-04,108.717054642804
2015-12-03,107.876483201295
2015-12-02,109.633183067819
2015-12-01,110.369863657007
2015-11-30,111.210435098516
2015-11-27,111.068765754441
2015-11-25,111.370993688467
2015-11-24,110.615423853403
2015-11-23,110.823205558045
2015-11-20,112.249343621729
2015-11-19,110.275417427624
2015-11-18,109.085394937398
2015-11-17,107.026467136848
2015-11-16,104.835314615161
2015-11-13,106.034781728326
2015-11-12,109.227064281472
2015-11-11,108.811500872187
2015-11-10,109.615238284236
2015-11-09,113.382698374325
2015-11-06,113.921041881809
2015-11-05,113.505478472523
2015-11-04,114.375913502103
2015-11-03,113.51071172261
2015-11-02,112.485635701255
2015-10-30,112.33516582656
2015-10-29,111.225450500689
2015-10-28,109.147085356472
2015-10-27,107.200381352613
2015-10-26,108.074987499274
2015-10-23,109.401003270019
2015-10-22,107.303829391465
2015-10-21,106.927654704729
2015-10-20,104.219196960229
2015-10-19,103.551486891273
2015-10-16,103.946470312346
2015-10-15,103.908852843672
2015-10-14,103.034246697011
2015-10-13,104.087535819872
2015-10-12,104.80226772467
2015-10-09,102.968416126832
2015-10-08,101.764657129276
2015-10-07,102.893181189485
2015-10-06,103.227036223963
2015-10-05,102.573432705759
2015-10-02,101.143968896162
2015-10-01,100.91826408412
2015-09-30,102.253684222033
2015-09-29,101.435504278382
2015-09-28,105.74270444151
2015-09-25,107.228594454118
2015-09-24,105.676873871332
2015-09-23,106.551480017993
2015-09-22,105.818033422529
2015-09-21,106.890037236056
2015-09-18,105.206655512912
2015-09-17,106.941761255482
2015-09-16,108.564014592031
2015-09-15,107.604769140854
2015-09-14,108.018561296264
2015-09-11,105.103207474059
2015-09-10,103.353995180736
2015-09-09,103.231738407547
2015-09-08,103.748978601809
2015-09-04,102.046788144329
2015-09-03,103.485656321094
2015-09-02,102.630799345486
2015-09-01,100.965285919962
2015-08-31,105.328912286101
2015-08-28,104.896311396354
2015-08-27,103.466847586757
2015-08-26,98.7928771040615
2015-08-25,97.3352001929592
2015-08-24,86.5201779492971
2015-08-21,99.3524369505814
2015-08-20,104.98095070087
2015-08-19,107.849282687233
2015-08-18,109.10006352063
2015-08-17,108.620440795041
2015-08-14,107.21919008695
2015-08-13,107.717621546875
2015-08-12,103.10007726719
2015-08-11,106.579693119498
2015-08-10,109.589090613387
2015-08-07,107.680004078201
2015-08-06,107.317935942218
2015-08-05,104.947913175306
2015-08-04,106.024542079424
2015-08-03,110.022112010365
2015-07-31,113.195826779895
2015-07-30,113.944786017542
2015-07-29,114.469057483895
2015-07-28,114.731193217072
2015-07-27,114.328627626836
2015-07-24,115.995061930601
2015-07-23,117.08105282519
2015-07-22,114.206921750719
2015-07-21,122.00545981272
2015-07-20,122.361215450602
2015-07-17,120.123699728131
2015-07-16,119.224948642955
2015-07-15,117.56787632966
2015-07-14,117.062328844249
2015-07-13,116.388265530366
2015-07-10,113.476686494013
2015-07-09,111.613650390366
2015-07-08,114.721831226601
2015-07-07,115.873356054484
2015-07-06,116.884451025307
2015-07-02,117.745754148602
2015-07-01,117.951717938955
2015-06-30,116.893813015778
2015-06-29,116.538057377896
2015-06-26,118.438541443425
2015-06-25,119.365378500014
2015-06-24,119.009622862131
2015-06-23,118.784186131599
2015-06-22,118.972174900249
2015-06-19,118.335559548249
2015-06-18,119.103242766837
2015-06-17,118.653867224249
2015-06-16,118.307473576837
2015-06-15,117.689582205778
2015-06-12,119.000260871661
2015-06-11,120.278172570896
2015-06-10,119.693048166484
2015-06-09,117.605324291543
2015-06-08,118.738125138484
2015-06-05,120.170509680484
2015-06-04,120.685419156367
2015-06-03,121.612256212955
2015-06-02,121.069260765661
2015-06-01,121.752686070014
2015-05-29,121.612256212955
2015-05-28,122.735695069426
2015-05-27,121.752686070014
2015-05-26,120.882020956249
2015-05-22,123.016554783543
2015-05-21,121.546722279661
2015-05-20,121.087984746602
2015-05-19,121.36884446072
2015-05-18,120.170509680484
2015-05-15,120.030079823425
2015-05-14,119.047070824013
2015-05-13,117.839374053307
2015-05-12,116.856365053896
2015-05-11,117.610005286778
2015-05-08,118.064061824602
2015-05-07,116.107405816248
2015-05-06,115.009116496933
2015-05-05,117.265294041701
2015-05-04,119.577409872703
2015-05-01,116.81778775183
2015-04-30,116.146528317023
2015-04-29,119.614702063526
2015-04-28,120.798729122144
2015-04-27,122.271770659637
2015-04-24,120.481745500152
2015-04-23,119.465533300235
2015-04-22,117.768738617807
2015-04-21,118.095045287505
2015-04-20,116.696588131657
2015-04-17,116.034651744555
2015-04-16,117.572954615988
2015-04-15,117.479724138931
2015-04-14,117.386493661875
2015-04-13,118.039107001271
2015-04-10,116.780495561007
2015-04-09,116.221112698668
2015-04-08,116.510127177544
2015-04-07,117.451754995814
2015-04-06,115.913452124382
2015-04-02,115.782929456503
2015-04-01,114.766717256586
2015-03-31,115.936759743646
2015-03-30,115.605791550095
2015-03-27,114.589579350179
2015-03-26,114.300564871304
2015-03-25,115.027762592345
2015-03-24,117.992491762742
2015-03-23,117.95519957192
2015-03-20,116.687265083951
2015-03-19,118.775627770017
2015-03-18,117.815353856335
2015-03-17,117.144094421528
2015-03-16,114.552287159356
2015-03-13,114.281918775893
2015-03-12,113.396229243855
2015-03-11,113.843735533727
2015-03-10,115.419330595982
2015-03-09,116.594034606894
2015-03-06,117.712800331573
2015-03-05,117.24664794629
2015-03-04,119.633348158937
2015-03-03,119.418918061707
2015-03-02,119.614702063526
2015-02-27,119.558763777292
2015-02-26,118.039107001271
2015-02-25,119.474856347941
2015-02-24,122.290416755048
2015-02-23,120.882636551495
2015-02-20,119.381625870885
2015-02-19,119.642671206643
2015-02-18,118.822243008545
2015-02-17,118.328121480146
2015-02-13,117.144094421528
2015-02-12,117.069510039883
2015-02-11,114.207334394247
2015-02-10,112.025741231125
2015-02-09,110.412853978047
2015-02-06,110.431500073458
2015-02-05,111.17734388991
2015-02-04,109.866446730138
2015-02-03,109.217327506204
2015-02-02,107.796508604032
2015-01-30,108.511561254144
2015-01-29,107.313615905254
2015-01-28,107.081455953919
2015-01-27,101.249597976375
2015-01-26,104.750570042512
2015-01-23,103.571197489728
2015-01-22,101.89035944206
2015-01-21,100.543831724315
2015-01-20,98.9001392688608
2015-01-16,97.6929075219169
2015-01-15,99.0487216377154
2015-01-14,100.757418879544
2015-01-13,101.138161199734
2015-01-12,101.036010821146
2015-01-09,102.345392946677
2015-01-08,100.943146840612
2015-01-07,99.0812240309023
2015-01-06,97.1635828328723
2015-01-05,97.8879218810386
2015-01-02,99.689483103401
2014-12-31,102.345392946677
2014-12-30,104.109808576826
2014-12-29,105.586345867319
2014-12-26,104.016944596292
2014-12-24,104.016944596292
2014-12-23,104.434832508696
2014-12-22,103.979799004078
2014-12-19,103.691920664422
2014-12-18,102.763280859081
2014-12-17,99.19730400657
2014-12-16,98.6772657155788
2014-12-15,98.7608432980596
2014-12-12,101.760349869312
2014-12-11,103.394755926713
2014-12-10,103.580483887782
2014-12-09,101.546762714084
2014-12-08,103.654775072209
2014-12-05,106.45926728434
2014-12-04,107.062883157812
2014-12-03,106.89572799285
2014-12-02,104.704138052245
2014-12-01,103.329751140339
2014-11-28,109.625929020554
2014-11-26,109.421628263379
2014-11-25,109.068745137349
2014-11-24,108.297974098916
2014-11-21,107.750076613764
2014-11-20,106.654281643462
2014-11-19,105.679209847853
2014-11-18,105.762787430334
2014-11-17,105.214889945182
2014-11-14,104.982729993847
2014-11-13,103.636202276102
2014-11-12,101.565335510191
2014-11-11,100.664554899009
2014-11-10,100.915287646452
2014-11-07,100.803850869811
2014-11-06,100.107371015805
2014-11-05,99.9756651356409
2014-11-04,99.6011898118958
2014-11-03,99.8693326363059
2014-10-31,99.1296282931058
2014-10-30,97.9183624311156
2014-10-29,98.3436924284556
2014-10-28,97.4098156951655
2014-10-27,96.8088059163154
2014-10-24,96.6516187433854
2014-10-23,95.8194513572852
2014-10-22,94.8670820154151
2014-10-21,93.6373235448449
2014-10-20,90.8172007363944
2014-10-17,89.5134718315042
2014-10-16,88.218989230904
2014-10-15,88.006324232234
2014-10-14,91.1408213865445
2014-10-13,92.2873631185047
2014-10-10,92.7404320287147
2014-10-09,93.0270674617048
2014-10-08,90.9004174750045
2014-10-07,91.2887622551845
2014-10-06,91.9267572511946
2014-10-03,91.5753976881746
2014-10-02,90.6507672591744
2014-10-01,91.2610233423145
2014-09-30,92.9530970273848
2014-09-29,91.1962992122845
2014-09-26,90.9836342136145
2014-09-25,90.3548855218944
2014-09-24,93.5725994148149
2014-09-23,92.9623433316748
2014-09-22,92.9993285488348
2014-09-19,93.2767176775348
2014-09-18,93.9054663692549
2014-09-17,93.0106090400686
2014-09-16,91.4367031238245
2014-09-15,93.7945107177749
2014-09-12,93.4616437633349
2014-09-11,92.1116833369946
2014-09-10,90.3918707390544
2014-09-09,88.8939694440741
2014-09-08,90.6600135634644
2014-09-05,90.9004174750045
2014-09-04,90.4196096519244
2014-09-03,91.1500676908345
2014-09-02,94.9780376668951
2014-09-01,94.9780376668951
2014-08-29,94.497229843815
2014-08-28,93.9054663692549
2014-08-27,93.1102842003148
2014-08-26,93.2582250689548
2014-08-25,93.6465698491349
2014-08-22,92.6387226815247
2014-08-21,92.5647522472047
2014-08-20,92.5647522472047
2014-08-19,91.8342942082946
2014-08-18,90.5952894334344
2014-08-15,89.5597033529542
2014-08-14,89.5042255272142
2014-08-13,88.8015064011741
2014-08-12,88.4039153167041
2014-08-11,87.6877890494434
2014-08-08,86.2495264171337
2014-08-07,87.0077233689138
2014-08-06,87.1383157325481
2014-08-05,86.8162968274019
2014-08-04,87.5615405793116
2014-08-01,87.2303211340184
2014-07-31,87.7087492216641
2014-07-30,89.8616756160698
2014-07-29,90.3953069445977
2014-07-28,89.7512691343054
2014-07-25,88.9140199809254
2014-07-24,88.7116080976907
2014-07-23,87.5615405793116
2014-07-22,86.5954838638731
2014-07-21,86.2274622579918
2014-07-18,85.5834244476995
2014-07-17,85.169400141083
2014-07-16,87.1659173529892
2014-07-15,87.4327330172531
2014-07-14,88.0031665063692
2014-07-11,87.2786239697903
2014-07-10,86.0434514550512
2014-07-09,87.1843184332832
2014-07-08,86.4114730609325
2014-07-07,86.5770827835791
2014-07-03,85.7490341703461
2014-07-02,85.6478282287288
2014-07-01,85.6846303893169
2014-06-30,84.7277742140255
2014-06-27,83.5133029146171
2014-06-26,82.6208505203549
2014-06-25,82.4828424181494
2014-06-24,82.9796715860892
2014-06-23,83.3568937321176
2014-06-20,83.6329099365286
2014-06-19,84.0367216435818
2014-06-18,84.046934243145
2014-06-17,84.4609585497615
