Date,AdjustedClosePrice
2019-03-29,189.95
2019-03-28,188.72
2019-03-27,188.47
2019-03-26,186.79
2019-03-25,188.74
2019-03-22,191.05
2019-03-21,195.09
2019-03-20,188.16
2019-03-19,186.53
2019-03-18,188.02
2019-03-15,186.12
2019-03-14,183.73
2019-03-13,181.71
2019-03-12,180.91
2019-03-11,178.9
2019-03-08,172.91
2019-03-07,172.5
2019-03-06,174.52
2019-03-05,175.53
2019-03-04,175.85
2019-03-01,174.97
2019-02-28,173.15
2019-02-27,174.87
2019-02-26,174.33
2019-02-25,174.23
2019-02-22,172.97
2019-02-21,171.06
2019-02-20,172.03
2019-02-19,170.93
2019-02-15,170.42
2019-02-14,170.8
2019-02-13,170.18
2019-02-12,170.89
2019-02-11,169.43
2019-02-08,170.41
2019-02-07,170.21
2019-02-06,173.495907335907
2019-02-05,173.436163566164
2019-02-04,170.518676143676
2019-02-01,165.808875628876
2019-01-31,165.729217269217
2019-01-30,164.544299169299
2019-01-29,154.019438399438
2019-01-28,155.63252018252
2019-01-25,157.086285246285
2019-01-24,152.047893997894
2019-01-23,153.262683982684
2019-01-22,152.645331695332
2019-01-18,156.1502995203
2019-01-17,155.194399204399
2019-01-16,154.278328068328
2019-01-15,152.416313911314
2019-01-14,149.359424359424
2019-01-11,151.639644904645
2019-01-10,153.143196443197
2019-01-09,152.655288990289
2019-01-08,150.106221481222
2019-01-07,147.298264303264
2019-01-04,147.626855036855
2019-01-03,141.582776997777
2019-01-02,157.245601965602
2018-12-31,157.066370656371
2018-12-28,155.562819117819
2018-12-27,155.483160758161
2018-12-26,156.498804843805
2018-12-24,146.202961857962
2018-12-21,150.086306891307
2018-12-20,156.160256815257
2018-12-19,160.202918567919
2018-12-18,165.360797355797
2018-12-17,163.239893529894
2018-12-14,164.773316953317
2018-12-13,170.219957294957
2018-12-12,168.377857727858
2018-12-11,167.909864864865
2018-12-10,168.875722475723
2018-12-07,167.770462735463
2018-12-06,173.973857493858
2018-12-04,175.935444600445
2018-12-03,184.030725400725
2018-11-30,177.817373347373
2018-11-29,178.783230958231
2018-11-28,180.167294957295
2018-11-27,173.495907335907
2018-11-26,173.874284544285
2018-11-23,171.554234819235
2018-11-21,176.02506025506
2018-11-20,176.224206154206
2018-11-19,185.066284076284
2018-11-16,192.703529308529
2018-11-15,190.592582777583
2018-11-14,186.00226980227
2018-11-13,191.409080964081
2018-11-12,193.340796185796
2018-11-09,203.59680999181
2018-11-08,207.599642564643
2018-11-07,208.326525096525
2018-11-06,202.194313021762
2018-11-05,200.031170251053
2018-11-02,205.875624801272
2018-11-01,220.50164518671
2018-10-31,217.167626971305
2018-10-30,211.65062063867
2018-10-29,210.598817273096
2018-10-26,214.627422616711
2018-10-25,218.100358257758
2018-10-24,213.426779152234
2018-10-23,221.007701522977
2018-10-22,218.943785484869
2018-10-19,217.614147268011
2018-10-18,214.349587765427
2018-10-17,219.479609840917
2018-10-16,220.432186473889
2018-10-15,215.679225982285
2018-10-12,220.392495780849
2018-10-11,212.791728063586
2018-10-10,214.686958656272
2018-10-09,225.115688252673
2018-10-08,222.039659542031
2018-10-05,222.555638551558
2018-10-04,226.227027657808
2018-10-03,230.275478347943
2018-10-02,227.507052508365
2018-10-01,225.502672509818
2018-09-28,223.994426174278
2018-09-27,223.210534986727
2018-09-26,218.715563999886
2018-09-25,220.47187716693
2018-09-24,219.082702910511
2018-09-21,215.976906180089
2018-09-20,218.328579742741
2018-09-19,216.681415981559
2018-09-18,216.552421229177
2018-09-17,216.195204991812
2018-09-14,222.109118254852
2018-09-13,224.659245282707
2018-09-12,219.360537761795
2018-09-11,222.119040928112
2018-09-10,216.641725288518
2018-09-07,219.588759246778
2018-09-06,221.374840433602
2018-09-05,225.115688252673
2018-09-04,226.594166568433
2018-08-31,225.869811420443
2018-08-30,223.289916372808
2018-08-29,221.255768354481
2018-08-28,218.001131525156
2018-08-27,216.254741031373
2018-08-24,214.488505191069
2018-08-23,213.82368608264
2018-08-22,213.387088459194
2018-08-21,213.377165785934
2018-08-20,213.793918062859
2018-08-17,215.897524794008
2018-08-16,211.670465985191
2018-08-15,208.614282621069
2018-08-14,208.128071631323
2018-08-13,207.254876384431
2018-08-10,205.925238167573
2018-08-09,206.540443909701
2018-08-08,204.928700690758
2018-08-07,204.790268757843
2018-08-06,206.728315818657
2018-08-03,205.660412336168
2018-08-02,205.067132623673
2018-08-01,199.24310344602
2018-07-31,188.158660817584
2018-07-30,187.782916999671
2018-07-27,188.840932486953
2018-07-26,192.034754939214
2018-07-25,192.637922646917
2018-07-24,190.838307519017
2018-07-23,189.463876185072
2018-07-20,189.295780266532
2018-07-19,189.730852055694
2018-07-18,188.267428764875
2018-07-17,189.30566826174
2018-07-16,188.771716520495
2018-07-13,189.187012319241
2018-07-12,188.890372462994
2018-07-11,185.775653972399
2018-07-10,188.217988788834
2018-07-09,188.445412678623
2018-07-06,185.864645929273
2018-07-05,183.323431160755
2018-07-03,181.860007869936
2018-07-02,185.083494307822
2018-06-29,183.036679299716
2018-06-28,183.422311112838
2018-06-27,182.097319754934
2018-06-26,182.364295625556
2018-06-25,180.129608708494
2018-06-22,182.84880739076
2018-06-21,183.382759132005
2018-06-20,184.411110633662
2018-06-19,183.610183021794
2018-06-18,186.626021560307
2018-06-15,186.72490151239
2018-06-14,188.662948573204
2018-06-13,188.564068621122
2018-06-12,190.126371864024
2018-06-11,189.088132367159
2018-06-08,189.552868141946
2018-06-07,191.293155298596
2018-06-06,191.807331049424
2018-06-05,191.144835370472
2018-06-04,189.681412079653
2018-06-01,188.109220841543
2018-05-31,184.776966456366
2018-05-30,185.399910154485
2018-05-29,185.795429962815
2018-05-25,186.467813636975
2018-05-24,186.042629843021
2018-05-23,186.250277742394
2018-05-22,185.063718317405
2018-05-21,185.528454092193
2018-05-18,184.223238724705
2018-05-17,184.895622398865
2018-05-16,186.072293828646
2018-05-15,184.351782662412
2018-05-14,186.042629843021
2018-05-11,186.477701632184
2018-05-10,187.189637287177
2018-05-09,184.549833940883
2018-05-08,183.259482305195
2018-05-07,182.382831193926
2018-05-04,181.072779533265
2018-05-03,174.236870867863
2018-05-02,173.921670468306
2018-05-01,166.563711141137
2018-04-30,162.781306346447
2018-04-27,159.885402675513
2018-04-26,161.756905047886
2018-04-25,161.195454336174
2018-04-24,160.496103449656
2018-04-23,162.761606321475
2018-04-20,163.234406920811
2018-04-19,170.20821576102
2018-04-18,175.172622054049
2018-04-17,175.566622553496
2018-04-16,173.182919531843
2018-04-13,172.10926817085
2018-04-12,171.528117434166
2018-04-11,169.853615311517
2018-04-10,170.651466322897
2018-04-09,167.499462327323
2018-04-06,165.854510242132
2018-04-05,170.20821576102
2018-04-04,169.036064275165
2018-04-03,165.864360254619
2018-04-02,164.180008119483
2018-03-29,165.263509492962
2018-03-28,163.98300786976
2018-03-27,165.815110192188
2018-03-26,170.178665723561
2018-03-23,162.46610594689
2018-03-22,166.317460828982
2018-03-21,168.701163850636
2018-03-20,172.611618807645
2018-03-19,172.670718882562
2018-03-16,175.3499222788
2018-03-15,175.970473065429
2018-03-14,175.76362280322
2018-03-13,177.270674713604
2018-03-12,178.994426898683
2018-03-09,177.28052472609
2018-03-08,174.286120930294
2018-03-07,172.404768545436
2018-03-06,174.020170593167
2018-03-05,174.16792078046
2018-03-02,173.567070018804
2018-03-01,172.375218507977
2018-02-28,175.448422403662
2018-02-27,175.714372740789
2018-02-26,176.285673464987
2018-02-23,172.867719132285
2018-02-22,169.912715386434
2018-02-21,168.504163600912
2018-02-20,169.272464574833
2018-02-16,169.843765299031
2018-02-15,170.395365998257
2018-02-14,164.859658981029
2018-02-13,161.87510519772
2018-02-12,160.269553162474
2018-02-09,154.064045296187
2018-02-08,152.202392936301
2018-02-07,156.508989810231
2018-02-06,159.932685274928
2018-02-05,153.516935034494
2018-02-02,157.450751313414
2018-02-01,164.592442712553
2018-01-31,164.249092164517
2018-01-30,163.797831444242
2018-01-29,164.769022994399
2018-01-26,168.251578553045
2018-01-25,167.859177926719
2018-01-24,170.910092796405
2018-01-23,173.676517212006
2018-01-22,173.637277149373
2018-01-19,175.069539435464
2018-01-18,175.854340688116
2018-01-17,175.697380437586
2018-01-16,172.842665881062
2018-01-12,173.725567290296
2018-01-11,171.94995445617
2018-01-10,170.978762906012
2018-01-09,171.018002968645
2018-01-08,171.037622999961
2018-01-05,171.675274017742
2018-01-04,169.742700933085
2018-01-03,168.957899680432
2018-01-02,168.987329727407
2017-12-29,166.014894982985
2017-12-28,167.829747879744
2017-12-27,167.358867128153
2017-12-26,167.329437081178
2017-12-22,171.6850840334
2017-12-21,171.6850840334
2017-12-20,171.037622999961
2017-12-19,171.224013297466
2017-12-18,173.0682962412
2017-12-15,170.664842404951
2017-12-14,168.948089664774
2017-12-13,168.997139743065
2017-12-12,168.43796885055
2017-12-11,169.389540369391
2017-12-08,166.152235202199
2017-12-07,166.103185123909
2017-12-06,165.799074638506
2017-12-05,166.41710562497
2017-12-04,166.5740658755
2017-12-01,167.80031783277
2017-11-30,168.585119085422
2017-11-29,166.260145374439
2017-11-28,169.781940995717
2017-11-27,170.782562592849
2017-11-24,171.645843970767
2017-11-22,171.636033955109
2017-11-21,169.850611105324
2017-11-20,166.750646157347
2017-11-17,166.917416423536
2017-11-16,167.849367911061
2017-11-15,165.867744748113
2017-11-14,168.084808286856
2017-11-13,170.664842404951
2017-11-10,171.351543501022
2017-11-09,171.920524409196
2017-11-08,172.272419956087
2017-11-07,170.874612644823
2017-11-06,170.32721957188
2017-11-03,168.616616218935
2017-11-02,164.325445522117
2017-11-01,163.132910613206
2017-10-31,165.234509018253
2017-10-30,162.966737716063
2017-10-27,159.379358113028
2017-10-26,153.866327878391
2017-10-25,152.888840248137
2017-10-24,153.563306713012
2017-10-23,152.654243216876
2017-10-20,152.732442227296
2017-10-19,152.468520567127
2017-10-18,156.16342380949
2017-10-17,156.857440026971
2017-10-16,156.28072232512
2017-10-13,153.455783073684
2017-10-12,152.488070319732
2017-10-11,153.025688516372
2017-10-10,152.390321556707
2017-10-09,152.331672298892
2017-10-06,151.803828978554
2017-10-05,151.891802865277
2017-10-04,150.02480149149
2017-10-03,151.002289121745
2017-10-02,150.347372409475
2017-09-29,150.650393574853
2017-09-28,149.82930396544
2017-09-27,150.757917214181
2017-09-26,149.692455697204
2017-09-25,147.160762734844
2017-09-22,148.470596159385
2017-09-21,149.936827604768
2017-09-20,152.55649445385
2017-09-19,155.156611550328
2017-09-18,155.097962292512
2017-09-15,156.28072232512
2017-09-14,154.716742116713
2017-09-13,156.055900170162
2017-09-12,157.23866020277
2017-09-11,157.864252286133
2017-09-08,155.058862787302
2017-09-07,157.629655254872
2017-09-06,158.265022214538
