Date,AdjustedHighPrice
2011-07-21,49.0028069053163
2011-07-20,49.7829623452025
2011-07-19,47.5693812098088
2011-07-18,47.0668656285616
2011-07-15,45.8545467888029
2011-07-14,45.4286648336959
2011-07-13,45.2264023122439
2011-07-12,44.9349432751206
2011-07-11,45.1975076663222
2011-07-08,45.2264023122439
2011-07-07,44.9751445216204
2011-07-06,44.4851918299044
2011-07-05,43.948756446923
2011-07-01,43.1535255395994
2011-06-30,42.2276405811515
2011-06-29,42.2577915160264
2011-06-28,42.2992490514793
2011-06-27,41.9474881446063
2011-06-24,41.8532664731224
2011-06-23,41.6698482859672
2011-06-22,41.3193436680473
2011-06-21,40.9298940925808
2011-06-20,39.9123000405553
2011-06-17,41.3633137814064
2011-06-16,41.2918435028636
2011-06-15,41.4952241214838
2011-06-14,41.8658293626536
2011-06-13,41.2452226198134
2011-06-10,41.6660794191079
2011-06-09,41.9185934986845
2011-06-08,42.0605541503869
2011-06-07,42.4902049723532
2011-06-06,43.5995081179563
2011-06-03,43.38342641802
2011-06-02,43.7163429905962
2011-06-01,44.2379541639308
2011-05-31,43.6974986562995
2011-05-27,42.4160839241192
2011-05-26,42.3231185415885
2011-05-25,42.5329187967592
2011-05-24,42.1986203063345
2011-05-23,42.2087962468548
2011-05-20,42.8331718565544
2011-05-19,43.0170925592908
2011-05-18,42.8457347460855
2011-05-17,42.2288968701047
2011-05-16,42.8670916582886
2011-05-13,43.4990050017068
2011-05-12,43.6083021406281
2011-05-11,43.9701133591261
2011-05-10,43.9311684015794
2011-05-09,43.8696102428766
2011-05-06,43.9701133591261
2011-05-05,44.0894608096723
2011-05-04,44.2000142375466
2011-05-03,43.9562941806418
2011-05-02,44.0290333110273
2011-04-29,44.4663474956076
2011-04-28,43.9387061352981
2011-04-27,44.2653412631088
2011-04-26,44.5970015467319
2011-04-25,44.4412217165453
2011-04-22,44.6145895920755
2011-04-21,44.6145895920755
2011-04-20,43.436190554051
2011-04-19,42.4600540374784
2011-04-18,41.7376878894356
2011-04-15,41.9148246318252
2011-04-14,42.211308824761
2011-04-13,42.2288968701047
2011-04-12,41.9261312324033
2011-04-11,42.1698512893081
2011-04-08,42.7326687403049
2011-04-07,42.7678448309922
2011-04-06,43.2037770977241
2011-04-05,42.9964894204597
2011-04-04,43.2917173244424
2011-04-01,44.1695115417649
2011-03-31,43.9449875800637
2011-03-30,44.0806667870004
2011-03-29,44.0907170986254
2011-03-28,44.512830186873
2011-03-25,44.2289088834683
2011-03-24,43.4675977778789
2011-03-23,42.7414627629768
2011-03-22,43.0429721117251
2011-03-21,42.6811608932271
2011-03-18,42.4876923944469
2011-03-17,42.6648291368366
2011-03-16,43.0907110919435
2011-03-15,43.6987549452526
2011-03-14,44.7847413678858
2011-03-11,44.2615723962494
2011-03-10,43.9412187132043
2011-03-09,44.5681069008102
2011-03-08,44.8997671844333
2011-03-07,45.4362025674146
2011-03-04,45.2628346918844
2011-03-03,45.2000202442285
2011-03-02,44.5165990537323
2011-03-01,44.6887106403095
2011-02-28,44.6045392804506
2011-02-25,43.7728759934865
