DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta
86.81,14.63,1.05,0.97,7.07,19.37,3.77,6.6,30.38,14630000000,14630000000,16.72,3.47,1.99,6.56,1.99,2610000000,6.56,519000000,2.15,51.9,7.5,255000000,1.05,7000000000,1.29,32.64,1880000000,0.24
1.435,11.93,0.96,1.59,8.02,16.31,3.24,13.42,35.497,13460000000,25190000000,13.27,4.03,1.79,7.01,1.79,7610000000,7.01,1130000000,2.85,890,3.4,708000000,1.79,12310000000,0.803,21.51,2600000000,0.383
136.63,14.02,1.19,1.26,8.39,20.49,3.74,9.04,30.1,35310000000,35310000000,10.91,2.81,2.45,7.46,2.45,8260000000,7.46,1210000000,2.53,26.1,4.6,485000000,1.01,18690000000,0.77,28.33,35310000000,0.55
123.75,10.25,1.33,1.34,13.17,18.94,3.44,11.2,31.09,38040000000,38040000000,13.4,4.01,2.53,8.17,2.53,8270000000,8.17,1600000000,4.09,10.2,2.8,366000000,0.76,18380000000,0.66,30.69,3830000000,0.36
126.19,19.59,1.65,1.61,8.42,20.01,3.51,8.44,30.84,43520000000,43520000000,15.33,4.29,2.91,8.87,2.91,8550000000,8.87,1260000000,2.6,93.2,4.9,362000000,0.75,19230000000,0.67,31.37,3800000000,0.34
43,8.8,0.44,1.43,5.22,8.93,5.01,17.18,101.78,17060000000,17060000000,8.32,0.86,0.48,4.73,0.48,10250000000,4.73,1840000000,5.23,1.8,5.2,3180000000,9.51,4690000000,0.75,32.58,1770000000,1.05
63.37,12.26,0.52,1.82,4.4,8.31,4.72,15.57,111.29,21220000000,21220000000,9.47,0.98,0.57,6,0.57,10860000000,6,1640000000,4.84,4.1,7,5250000000,16.12,6800000000,0.99,32.77,1350000000,1.09
33.03,10.98,0.94,1.59,8.62,14.16,1.79,15.56,46.04,22440000000,22440000000,6.5,0.62,1.04,7.17,1.04,4930000000,7.17,1860000000,3.94,7.8,11.9,1960000000,4.2,4200000000,0.42,27.25,9610000000,2.53
30.49,8.59,0.88,1.49,10.17,16.08,2.15,19.14,49.82,22310000000,22310000000,6.29,0.6,0.96,5.88,0.96,6700000000,5.88,2360000000,5.03,101.8,20.3,2240000000,4.79,4160000000,0.43,29.18,12230000000,1.76
0.637,59.2,5.03,9.91,8.33,15.94,8.48,18.98,14.349,9310000000,9510000000,21.33,1.22,5,25.85,5,1440000000,25.85,157800000,1.171,169.8,24.3,650600000,4.85,602800000,3.024,7.186,365000000,0.144
0.637,55.86,5.12,10.09,8.83,15.94,9.21,20.64,14.903,9730000000,9690000000,22.38,1.43,4.92,26.32,4.92,1440000000,26.32,173800000,1.298,169.8,24.3,650600000,4.85,602800000,3.024,7.186,424800000,0.165
0.522,26.6,4.85,8.89,18.48,25.78,18.9,40.7,15.383,9910000000,9610000000,20.73,1.34,4.7,18.22,4.7,1440000000,18.22,377100000,2.84,169.8,24.3,894800000,6.82,583200000,2.994,8.501,518600000,0.275
28.52,25.05,4.64,4.8,18.79,28.29,11.99,20.24,18.49,24940000000,24940000000,17.91,1.53,4.44,14.22,4.44,4670000000,14.22,1050000000,3.41,19.8,5.2,2670000000,8.88,1560000000,4.42,18.02,1340000000,0.65
26.63,31.77,5.76,5.78,18.93,28.45,11.67,19.7,19.26,32500000000,32500000000,20.91,1.78,5.6,17.86,5.6,5030000000,17.86,1100000000,3.58,15.9,7.6,2960000000,9.94,1560000000,4.07,19.44,1600000000,0.63
40.37,36.17,5.19,5.75,14.9,28.58,11.79,21.16,19.73,30800000000,30800000000,19.12,1.57,5.2,16.49,5.2,5030000000,16.49,1140000000,2.88,94.6,8.3,2250000000,7.59,2160000000,3.83,17.93,1510000000,0.64
397.17,47.09,4.67,5.73,13.56,22.95,2.19,0.71,7.15,10050000000,10050000000,14.88,1.51,9.99,17.56,9.99,618960000,17.56,81360000,0.7,202.3,3.7,49560000,0.34,4720000000,2.35,5.62,317250000,0.95
20.58,8.24,0.43,0.71,5.69,9.62,1.83,9.62,100.96,3530000000,3530000000,8.07,0.83,0.42,3.75,0.42,2220000000,3.75,483700000,5.67,84.3,2.5,1210000000,15.36,1070000000,0.68,65.92,679700000,0.87
30.87,13.71,0.56,0.92,4.18,6.79,1.03,7.19,59.05,21280000000,21280000000,8.93,1.11,0.67,8.83,0.67,8830000000,8.83,1330000000,2.45,332.5,4.5,2630000000,5.03,5970000000,0.51,36.85,21280000000,1.58
30.87,12.17,0.49,0.81,4.18,6.79,1.03,7.19,59.05,19020000000,19020000000,7.9,2.76,0.6,7.89,0.6,8830000000,7.89,1330000000,2.45,332.5,4.5,2630000000,5.03,5970000000,0.51,36.85,19020000000,1.6
33.86,20.97,0.48,0.84,2.41,4.24,0.68,4.18,62.71,20040000000,20040000000,7.84,0.95,0.61,12.48,0.61,9090000000,12.48,788000000,1.51,144.6,1.8,2070000000,4.15,6330000000,0.71,37.27,1930000000,1.22
31.8,10.79,0.7,1.13,6.73,10.86,1.8,11.29,69.1,25350000000,25350000000,9.63,1.12,0.76,6.61,0.76,11700000000,6.61,2250000000,4.61,7.4,1.2,3990000000,8.52,6560000000,0.57,44.06,2990000000,1.01
3.203,42.58,8.6,6.69,21,27.01,12.31,16.06,2.249,7520000000,6470000000,23.65,1.49,7.39,23.02,7.39,561330000,23.02,183760000,0.472,70,16.2,1050000000,2.82,3.203,3.203,3.006,320430000,2.239
3.044,33.8,7.69,6.36,23.75,29.9,14.57,19.54,2.426,7250000000,6490000000,23.49,1.35,6.91,20.17,6.91,561330000,20.17,222970000,0.577,70,16.2,1080000000,2.9,3.044,3.044,3.05,314500000,2.272
3.044,34.3,7.84,6.49,23.75,29.9,14.57,19.54,2.426,7360000000,6280000000,24.74,1.42,6.69,19.52,6.69,561330000,19.52,222970000,0.577,70,16.2,1080000000,2.9,3.044,3.044,3.05,314500000,2.287
3.22,32.46,8.48,7,26.39,30.84,16.7,22.87,2.587,8260000000,7280000000,30.83,1.72,7.32,21.19,7.32,561330000,21.19,262290000,0.684,70,16.2,1150000000,3.09,3.22,3.22,3.232,327040000,2.313
3.595,26.21,7.19,5.94,27.07,30.99,17.13,23.54,2.658,7030000000,5820000000,24.19,1.62,5.73,18.49,5.73,561330000,18.49,275110000,0.72,70,16.2,1200000000,3.23,3.595,3.595,3.232,327040000,2.337
3.356,28.17,7.43,5.91,26.98,30.39,16.78,23.15,2.726,7720000000,6430000000,23.29,1.42,6.2,20.39,6.2,706200000,20.39,280120000,0.74,77.3,22.9,1210000000,3.25,3.356,3.356,3.505,313990000,2.659
16.7,15.92,5.8,4,37.33,41.13,13.2,28.99,6.41,9040000000,9040000000,16.71,1.93,4.38,10.26,4.38,1450000000,10.26,770710000,2.35,36.7,17.6,3440000000,10.66,500000000,3.91,9.3,959600000,1.27
15,20.08,6.18,3.31,31.23,33.16,8.27,17.6,5.56,8510000000,8510000000,18.08,1.82,4.77,13.54,4.77,1450000000,13.54,556810000,1.72,17.6,4,3020000000,9.44,500000000,6.78,10.43,587210000,1.37
14.49,19.08,5.94,3.12,31.01,32.73,8.06,17.09,5.65,8010000000,8010000000,18.88,1.92,4.43,12.67,4.43,1240000000,12.67,561160000,1.74,3.8,7,3120000000,9.76,500000000,6.72,10.78,646930000,1.45
7.24,104.06,17.7,11.58,17.46,28.88,10.69,12.52,3.28,10150000000,10150000000,38.09,1.18,17.22,55.37,17.22,476520000,55.37,102930000,0.55,28.2,41.3,348780000,1.9,65230000,3.08,4.9,10150000000,0.55
0.22,109.28,19.04,12.96,17.85,28.94,11.35,13.28,3.59,12000000000,12000000000,40.85,1.53,18.47,59.54,18.47,476520000,59.54,115900000,0.61,59.6,47.6,368010000,1.99,2060000,3.73,5.17,12000000000,0.53
8.6,79.93,16.9,9.4,21.33,35.2,12.02,15.17,5.54,16860000000,16860000000,32.72,1.16,16.19,43.82,16.19,690290000,43.82,222020000,1.13,40.6,44.2,905530000,4.66,161000000,3.9,9.64,396440000,0.61
8.6,84.35,17.79,9.89,21.33,35.2,12.02,15.17,5.54,17770000000,17770000000,34.16,1.27,17.07,46.21,17.07,690290000,46.21,222020000,1.13,40.6,44.2,905530000,4.66,161000000,3.9,9.64,396440000,0.56
7.13,69.88,16.71,9.82,23.74,35.54,11.6,17.66,6.37,19450000000,19450000000,31.23,1.37,15.83,42.88,15.83,1060000000,42.88,291630000,1.46,81,38.5,1020000000,5.24,149000000,5.24,10.72,394300000,0.54
0.065,72.27,5.28,3.6,7.38,9,4.18,5.33,3.444,30740000000,25390000000,15.12,0.88,4.31,28.54,4.31,1600000000,28.54,434370000,0.251,155.4,11.6,5910000000,3.49,558920000,4.769,5.097,838450000,2.347
0.061,31.72,4.05,3.13,12.97,17.5,8.46,10.88,4.074,28500000000,22870000000,14.72,0.94,3.25,14.43,3.25,1600000000,14.43,911750000,0.529,155.4,11.6,6600000000,3.88,558320000,4.595,5.361,1390000000,2.276
0.061,29.98,3.79,2.93,12.97,17.5,8.46,10.88,4.074,26930000000,20620000000,15.25,1.03,2.93,13.01,2.93,1600000000,13.01,911750000,0.529,155.4,11.6,6600000000,3.88,558320000,4.595,5.361,1390000000,2.305
0.049,21.94,3.72,3.19,16.86,22.01,12.03,15.61,4.652,29330000000,23700000000,17.62,1.63,2.96,13.44,2.96,1600000000,13.44,1350000000,0.787,155.4,11.6,6580000000,3.87,456300000,4.494,5.501,1390000000,2.292
22.77,7.3,1.22,1.6,17.28,24.58,13.89,24.5,8.48,10140000000,10140000000,10.59,0.85,0.9,3.36,0.9,3720000000,3.36,1940000000,1.45,287,10.7,5760000000,4.37,1950000000,3.13,6.49,10140000000,1.27
23.34,14.33,1.6,1.77,11.66,16.09,6.79,12.78,7.18,14560000000,14560000000,14.74,2.03,1.57,7.77,1.57,4360000000,7.77,1080000000,0.83,54.2,15.9,2160000000,1.75,1950000000,2.44,6.74,2140000000,1.56
23.34,13.45,1.5,1.66,11.66,16.09,6.79,12.78,7.18,13340000000,13340000000,15.14,1.9,1.44,7.12,1.44,4360000000,7.12,1080000000,0.83,54.2,15.9,2160000000,1.75,1950000000,2.44,6.74,2140000000,1.56
27.25,649.05,1.99,2.26,0.32,11.38,4.55,0.33,6.53,15710000000,15710000000,12.86,2.41,1.94,11.74,1.94,3310000000,11.74,26000000,0.02,70.9,28.1,1750000000,1.46,1950000000,2.42,5.95,1690000000,1.54
27.25,673.81,2.02,2.29,0.32,11.38,4.55,0.33,6.53,15710000000,15710000000,13.35,2.41,1.94,11.74,1.94,3310000000,11.74,26000000,0.02,70.9,28.1,1750000000,1.46,1950000000,2.42,5.95,1690000000,1.54
0.259,32.86,6.99,3.76,22.4,31.73,8.81,12.07,7.992,73890000000,73040000000,17.98,1.13,6.92,19.84,6.92,8820000000,19.84,2360000000,1.8,4.6,26.3,5810000000,4.64,5110000000,2.206,15.639,3700000000,0.563
0.259,31.95,6.91,3.72,22.4,31.73,8.81,12.07,7.992,71840000000,71150000000,17.48,1.1,6.74,19.33,6.74,8820000000,19.33,2360000000,1.8,4.6,26.3,5810000000,4.64,5110000000,2.206,15.639,3700000000,0.563
54.38,11.37,3.32,1.98,29.72,34.88,7.62,18.67,16.3,45600000000,45600000000,9.73,1.45,2.98,7.13,2.98,12830000000,7.13,4550000000,4.81,2.7,4.1,19170000000,20.75,13930000000,5.56,27.72,45600000000,0.5
60.57,13.57,3.12,2.05,24.41,34.23,7.4,15.84,16.67,44760000000,44760000000,9.66,1.39,2.9,7.07,2.9,12830000000,7.07,3770000000,4.04,63.3,3.4,17680000000,20.11,14260000000,4.6,26.8,44760000000,0.62
60.57,16.01,3.64,2.4,24.41,33.97,7.35,15.84,16.67,52870000000,52870000000,11.05,1.6,3.42,8.38,3.42,12830000000,8.38,3770000000,4.04,63.3,3.4,17680000000,20.17,14260000000,4.6,26.8,5540000000,0.6
113.43,16.15,3.39,2.86,23.57,33.61,7.25,17.06,18.26,55600000000,55600000000,10.14,1.09,3.5,8.71,3.5,13160000000,8.71,3740000000,4.26,5.2,7.9,19370000000,24.91,21410000000,3.24,24.16,5060000000,0.62
139.19,19.01,4.89,4.47,25.17,34.66,7.25,22.82,22.28,85830000000,85830000000,12.64,1.6,4.97,12.14,4.97,14350000000,12.14,4340000000,5.52,15.6,17.1,24060000000,32.15,26530000000,3.81,25.2,5880000000,0.54
122.58,17.3,4.39,3.93,26.33,34.08,7.37,23.95,22.82,81840000000,81840000000,12.37,1.58,4.69,11.6,4.69,14350000000,11.6,4600000000,5.91,21.1,4.7,21270000000,28.36,23890000000,5.58,26,5960000000,0.54
80.07,8.55,0.91,0.91,11.11,27.27,1.41,10.28,42.05,14100000000,14100000000,6.27,0.59,1.33,4.68,1.33,8290000000,4.68,1250000000,4.57,19.3,6.1,4120000000,17.43,8990000000,1.15,44.49,14100000000,2.19
96.49,15.62,1.38,1.56,10.03,23.96,1.15,9.31,46.91,18920000000,18920000000,9.41,0.72,1.84,7.05,1.84,8410000000,7.05,1030000000,4.62,64.8,3.5,5140000000,25.27,9370000000,2.23,44.58,1500000000,1.66
158.39,57.91,9.82,6.12,17.29,38.76,5.5,10.88,5.57,27170000000,27170000000,40.58,2.69,12.23,19.83,12.23,1510000000,19.83,384010000,0.96,15.6,27.1,333900000,0.84,5700000000,0.7,8.99,27170000000,0.48
203.24,53.74,10.9,8.08,20.41,40.38,5.56,14.1,6.53,34920000000,34920000000,34.75,2.26,13.55,21.63,13.55,1820000000,21.63,525930000,1.32,141,23.8,471260000,1.19,7290000000,1,8.82,1280000000,0.29
234.16,57.02,11.1,9.02,19.7,40.25,5.54,14.78,7.55,41280000000,41280000000,32.11,1.61,13.84,21.95,13.84,2150000000,21.95,587380000,1.47,22.5,15.2,441710000,1.12,8850000000,1.21,9.28,1410000000,0.14
0.979,12.74,0.23,1.09,1.9,3.65,4.19,9.35,69.951,4520000000,8270000000,11.15,1.14,0.42,10.48,0.42,2960000000,10.48,371400000,1.33,25.6,0.5,56800000,0.21,4000000000,1.017,15.253,131700000,0.622
0.781,12.89,0.26,1.16,2.04,3.95,4.47,9.55,71.283,4970000000,8190000000,11.4,1.26,0.42,9.63,0.42,3010000000,9.63,396400000,1.45,9.5,0.2,107200000,0.4,3330000000,1.078,16.132,420700000,0.77
0.773,12.11,0.27,1.19,2.28,4.05,5.53,9.53,73.217,5200000000,8510000000,12,1.3,0.44,9.769,0.44,3010000000,9.769,396200000,1.64,11.1,0.3,28700000,0.109,3340000000,1.071,16.451,436800000,0.793
154.65,23.49,0.39,2.35,1.82,3.99,5.46,10.74,79.42,8030000000,8030000000,15.94,1.02,0.65,14,0.65,2130000000,14,235300000,1.43,9.1,16.2,95100000,0.64,3220000000,1.1,14.01,8030000000,1.34
139.76,21.17,0.39,2.35,1.86,4.03,5.73,11.05,85.38,7800000000,7800000000,15.46,0.92,0.6,12.99,0.6,2130000000,12.99,246800000,1.56,25.7,16.7,84300000,0.57,2990000000,1.09,14.39,7800000000,1.33
139.76,21.54,0.39,2.37,1.86,4.03,5.73,11.05,85.38,7880000000,7880000000,15.8,0.93,0.61,13.13,0.61,2130000000,13.13,246800000,1.56,25.7,16.7,84300000,0.57,2990000000,1.09,14.39,7880000000,1.33
139.76,22.15,0.4,2.41,1.86,4.03,5.73,11.05,85.38,8020000000,8020000000,16.25,0.96,0.62,13.36,0.62,2130000000,13.36,246800000,1.56,25.7,16.7,84300000,0.57,2990000000,1.09,14.39,8020000000,1.33
139.76,23.3,0.42,2.53,1.86,4.03,5.73,11.05,85.38,8290000000,8290000000,17.1,0.96,0.64,13.81,0.64,2130000000,13.81,246800000,1.56,25.7,16.7,84300000,0.57,2990000000,1.09,14.39,8290000000,1.33
147.35,20.15,0.4,2.46,2.02,4.1,5.9,13.22,89.06,8250000000,8250000000,16.42,0.97,0.63,13.31,0.63,2130000000,13.31,270100000,1.76,52.3,7.5,81800000,0.56,3120000000,1.13,14.52,8250000000,1.13
271.59,18.68,0.32,3.09,1.98,4.08,6.07,16.09,110.3,8930000000,8930000000,14.33,0.76,0.61,13.02,0.61,2300000000,13.02,293100000,2.15,9.3,17,62100000,0.52,4150000000,1.06,12.67,370800000,0.86
251.78,17.36,0.35,3.11,2.03,4.2,6.26,19.5,132.6,10020000000,10020000000,13.93,0.79,0.62,13.08,0.62,2490000000,13.08,327000000,2.64,13.7,12,46300000,0.38,4500000000,1.04,14.73,451600000,0.94
2.688,16.11,2.04,3.99,12.01,19.42,18.74,25.6,17.195,3220000000,2700000000,12.85,0.85,1.58,8.14,1.58,656050000,8.14,205100000,2.073,15.6,16.9,521070000,5.4,2.688,2.688,9.057,304230000,1.583
2.688,17.91,2.02,3.54,12.01,19.42,18.74,25.6,17.195,3510000000,2930000000,13.8,0.91,1.71,7.35,1.71,717400000,7.35,205100000,2.073,5.2,7,521070000,5.52,2.688,2.688,10.298,281900000,1.602
2.946,15.77,1.75,3.49,11.8,19.1,18.55,25.24,17.986,3180000000,2560000000,12.26,0.8,1.45,6.27,1.45,717400000,6.27,209230000,2.123,5.2,7,537360000,5.66,2.946,2.946,9.371,336510000,1.587
2.617,16.84,1.9,3.74,11.95,19.34,18.3,25.3,18.569,3530000000,2880000000,14.02,0.91,1.58,6.78,1.58,717400000,6.78,217260000,2.214,5.2,7,582150000,6.16,2.617,2.617,9.774,341300000,1.56
1.958,23.41,2.29,5.69,10.92,17.56,16.98,24.01,19.529,4340000000,3890000000,17.34,1.15,2.05,9.55,2.05,717400000,9.55,206900000,2.126,5.2,7,443410000,5.09,1.958,1.958,8.74,364590000,1.865
1.597,23.7,2.34,7.37,10.76,17.29,16.79,27.08,21.252,4730000000,4380000000,15.86,1.06,2.16,12.52,2.16,717400000,12.52,217490000,2.29,5.2,7,350370000,4.02,1.597,1.597,7.349,364590000,1.798
1.39,31.62,1.6,3.21,5.27,9.45,7.74,10.74,43.24,5540000000,5540000000,14.82,1.2,1.46,9.38,1.46,2210000000,9.38,199010000,2.2,64.4,22.9,539610000,6.21,26290000,2.23,21.7,5540000000,1.66
1.39,25.99,1.3,2.62,5.27,9.45,7.74,10.74,43.24,4420000000,4420000000,12.75,1.02,1.17,7.48,1.17,2210000000,7.48,199010000,2.2,64.4,22.9,539610000,6.21,26290000,2.23,21.7,4420000000,1.64
1.36,21.8,1.07,2.23,5.04,9.03,7.48,10.58,45.58,3710000000,3710000000,11.42,0.9,0.93,6.24,0.93,2210000000,6.24,199880000,2.23,1.7,21.5,488340000,5.68,26320000,2.06,22.16,403720000,1.5
3.88,27.03,0.63,1.57,2.49,6.43,6.06,5.86,49.23,2360000000,2360000000,7.53,0.49,0.56,4.69,0.56,2520000000,4.69,105500000,1.19,88.1,10.1,359520000,4.36,65710000,2.04,20.51,330880000,2.21
8.13,31.85,0.65,1.63,2.08,5.81,5.36,4.97,50.32,2530000000,2530000000,10.84,0.77,0.59,5.33,0.59,2520000000,5.33,88990000,1.03,51.6,3.8,332260000,4.02,137830000,1.78,20.54,346040000,2.17
8.13,32.99,0.66,1.66,2.08,5.81,5.36,4.97,50.32,2620000000,2620000000,11.3,0.8,0.61,5.52,0.61,2520000000,5.52,88990000,1.03,51.6,3.8,332260000,4.02,137830000,1.78,20.54,346040000,2.21
3.412,15.04,1.05,1.9,7.07,11.94,10.72,14.64,23.475,1820000000,1540000000,12.25,0.85,0.88,5.85,0.88,866240000,5.85,123820000,1.694,25.9,15,347200000,4.86,3.412,3.412,13.52,186710000,1.54
3.412,13.03,0.91,1.65,7.07,11.94,10.72,14.64,23.475,1580000000,1240000000,11.94,0.8,0.71,4.71,0.71,866240000,4.71,123820000,1.694,25.9,15,347200000,4.86,3.412,3.412,13.52,186710000,1.586
3.2,15.54,0.85,1.63,5.94,9.98,9.16,12.17,24.529,1620000000,1430000000,19.42,1.29,0.79,6.01,0.79,866240000,6.01,107760000,1.47,25.9,15,188730000,2.67,3.2,3.2,13.402,96700000,1.706
2.41,28.77,0.92,1.82,3.41,5.66,5.14,6.65,25.415,1710000000,1450000000,16.22,1.05,0.78,7.92,0.78,947550000,7.92,63280000,0.83,37.3,16.7,254810000,3.55,2.41,2.41,13.121,169260000,1.523
0.14,14.66,0.6,3.73,4.32,7.02,11.39,27.39,50.02,1250000000,1250000000,11.9,1.26,0.53,4.72,0.53,1300000000,4.72,101110000,2.1,8.7,7.2,167010000,3.64,0.14,1.5,8.38,258910000,1.4
53.53,17.41,1.47,1.81,8.55,14.84,3.5,13.01,31.71,18880000000,18880000000,12.02,1.53,1.84,9.41,1.84,8510000000,9.41,876000000,2.67,68.6,48.1,815000000,2.5,4530000000,1.14,25.71,18880000000,0.51
55.3,16.98,1.32,1.8,8.33,14.6,3.92,13.71,33.17,18480000000,18480000000,12.67,1.43,1.65,8.41,1.65,8510000000,8.41,930000000,2.72,37.5,51.2,902000000,2.79,4580000000,1.14,25.47,1410000000,0.73
55.3,17.27,1.36,1.85,8.33,14.6,3.92,13.71,33.17,18910000000,18910000000,12.89,1.49,1.69,8.6,1.69,8510000000,8.6,930000000,2.72,37.5,51.2,902000000,2.79,4580000000,1.14,25.47,1410000000,0.73
55.3,17.72,1.38,1.87,8.33,14.6,3.92,13.71,33.17,19240000000,19240000000,13.23,1.54,1.72,8.75,1.72,8510000000,8.75,930000000,2.72,37.5,51.2,902000000,2.79,4580000000,1.14,25.47,1410000000,0.73
55.3,17.72,1.38,1.87,8.33,14.6,3.92,13.71,33.17,19240000000,19240000000,13.26,1.55,1.72,8.75,1.72,8510000000,8.75,930000000,2.72,37.5,51.2,902000000,2.79,4580000000,1.14,25.47,1410000000,0.73
0.319,11.64,3.04,1.93,25.88,44.71,9.4,18.16,13.406,13060000000,15520000000,13.43,1.43,3.55,4.82,3.55,3430000000,4.82,1130000000,3.451,102.4,63.7,61150000,0.19,2190000000,1.08,21.131001,2710000000,0.431
0.301,12.51,3.35,2.13,27.65,44.2,10.07,19.32,13.943,15640000000,17830000000,10.98,0.84,3.91,5.4,3.91,3430000000,5.4,1260000000,3.835,102.4,63.7,97480000,0.3,2190000000,1.187,22.011999,2780000000,0.446
0.301,14.09,3.8,2.42,27.65,44.2,10.07,19.32,13.943,17620000000,19520000000,10.22,0.87,4.28,5.91,4.28,3430000000,5.91,1260000000,3.835,102.4,63.7,97480000,0.3,2190000000,1.187,22.011999,2780000000,0.442
25.81,8.81,2.18,1.3,25.76,49.31,11.58,16.39,41.51,41270000000,41270000000,7.33,0.69,2.6,3.46,2.6,9880000000,3.46,4010000000,10.28,28.8,43.4,586000000,1.53,7200000000,1.14,69.46,9100000000,1.52
26.5,7.88,1.89,1.13,24.59,49.36,10.86,15.47,44.93,40400000000,40400000000,6.41,0.78,2.34,3.09,2.34,13990000000,3.09,4170000000,10.6,29.7,15.5,245000000,0.63,7870000000,1.05,74.09,9980000000,1.69
39.4,14.07,1.6,0.9,11.89,41.43,7.73,6.63,43.28,39250000000,39250000000,6.99,1.17,2.33,3.17,2.33,13810000000,3.17,1920000000,4.92,43.8,1.6,160000000,0.41,12340000000,0.9,76.87,8500000000,1.79
39.4,16.56,1.81,1.01,11.89,41.43,7.73,6.63,43.28,41760000000,41760000000,8.27,1.25,2.48,3.37,2.48,13810000000,3.37,1920000000,4.92,43.8,1.6,160000000,0.41,12340000000,0.9,76.87,8500000000,1.78
0.475,10.85,2.79,1.71,26.03,46.26,7.12,16.99,22.677,16010000000,20430000000,9.41,1.03,3.56,4.99,3.56,4290000000,4.99,1490000000,5.89,55.5,32.7,154000000,0.61,4480000000,0.598,37.334,3500000000,0.623
0.395,12.78,3.26,2.08,26.47,47.49,7.67,17.77,24.099,20390000000,23280000000,12.73,1.51,3.84,5.38,3.84,4290000000,5.38,1600000000,6.37,55.5,32.7,874000000,3.49,3670000000,1.206,38.053001,3500000000,0.611
60.68,141.34,3.38,1.77,2.39,14.93,1.99,1.54,22.05,46780000000,46780000000,17.98,1.28,4.28,8.52,4.28,8720000000,8.52,260000000,0.52,69.8,3,3460000000,6.96,13220000000,1.65,42.03,46780000000,1.47
66.12,64.61,3.25,2.1,5.11,15.4,2.42,3.43,27.2,55290000000,55290000000,16.69,0.97,4.06,7.29,4.06,10720000000,7.29,689000000,1.38,78.7,9,3740000000,7.45,14760000000,1.8,42.06,8950000000,2.35
0.646,28.63,1.79,2.93,6.41,9.28,4.58,10.71,29.097,11670000000,14150000000,17.17,1.94,2.16,11.22,2.16,1680000000,11.22,403300000,1.793,24.4,16.6,92900000,0.41,2570000000,1.536,17.523001,978500000,0.833
0.579,21.76,1.76,2.93,8.26,11.83,6.08,14.24,31.077,12320000000,14800000000,17.54,2,2.09,9.76,2.09,1680000000,9.76,567300000,2.491,24.4,16.6,89500000,0.39,2460000000,1.405,18.679001,1000000000,0.715
0.579,22.8,1.83,3.05,8.26,11.83,6.08,14.24,31.077,12910000000,15280000000,16.46,1.8,2.16,10.08,2.16,1680000000,10.08,567300000,2.491,24.4,16.6,89500000,0.39,2460000000,1.405,18.679001,1000000000,0.742
0.541,23.13,1.88,3.05,8.55,11.91,6.55,14.83,33.522,14620000000,16910000000,18.19,2.01,2.19,10.32,2.19,1950000000,10.32,639100000,2.78,52.1,17.7,272700000,1.2,2570000000,1.447,20.856001,1240000000,0.678
72.72,18.67,2.1,3.42,11.56,16.63,7.32,19.65,44.53,24070000000,24070000000,14.5,1.4,2.53,9.85,2.53,2520000000,9.85,1100000000,5.04,20.8,11.2,277200000,1.31,4400000000,1.35,27.49,24070000000,1.24
75.54,14.65,1.74,2.58,12.14,15.96,6.14,15.84,45.51,21520000000,21520000000,12.4,1.9,2.24,9.06,2.24,2770000000,9.06,999200000,5.44,57.3,0.2,454400000,2.14,5290000000,1.27,30.52,1800000000,1.12
86.63,16.41,1.91,3,11.93,15.41,5.98,16.36,47.48,24590000000,24590000000,15.06,1.87,2.46,10.17,2.46,2560000000,10.17,1060000000,5.58,1.9,6,401600000,1.93,5990000000,1.05,30.56,1660000000,1.1
1.476,23.83,2.12,7.84,8.83,16.74,10.03,42.51,14.825,2750000000,3300000000,15.97,1.05,2.5,12.77,2.5,418780000,12.77,116340000,1.307,29.4,16.7,28400000,0.32,527020000,2.225,4.049,155470000,1.984
1.088,20.64,2.24,7.6,10.67,17.59,13.46,43.2,17.067,3330000000,3730000000,15.73,1.05,2.44,12.58,2.44,418780000,12.58,163310000,1.822,29.4,16.7,22520000,0.25,469840000,1.846,4.88,187120000,2.085
0.932,21.92,2.33,7.36,10.67,18.08,13.26,40.96,17.055,3530000000,3950000000,15.96,0.96,2.58,12.52,2.58,418780000,12.52,163310000,1.82,29.4,16.7,30170000,0.34,449050000,1.92,5.474,187120000,2.105
67.07,22.55,2.85,4.99,13.25,19.41,10.88,24.5,27.31,13500000000,13500000000,18.8,1.5,3.08,13.81,3.08,1340000000,13.81,581760000,3.56,20.9,10,1020000000,6.39,1690000000,3.34,15.68,690730000,1.53
0.034,98.53,7.89,14.81,15.44,24.37,17.94,12.22,10.053,14240000000,13730000000,25.22,1.18,7.63,28.61,7.63,726580000,28.61,137800000,0.768,53.3,32.7,492860000,2.62,32350000,1.836,5.09,480740000,0.085
1.589,85.34,7.39,18.5,15.77,24.94,19.8,15.7,10.577,14250000000,13870000000,25.54,1.2,7.22,26.46,7.22,1030000000,26.46,168980000,0.907,12.5,34.3,383840000,2.08,1.589,1.589,4.17,515310000,0.268
