Date,OpenPrice
2014-03-19,532.26
2014-03-18,525.76
2014-03-17,527.25
2014-03-14,528.26
2014-03-13,537.44
2014-03-12,534.35
2014-03-11,535.1
2014-03-10,528.36
2014-03-07,531.39
2014-03-06,532.78
2014-03-05,530.85
2014-03-04,531.17
2014-03-03,523.2
2014-02-28,529.08
2014-02-27,517.14
2014-02-26,523.61
2014-02-25,529.08
2014-02-24,523.04
2014-02-21,532.72
2014-02-20,532.76
2014-02-19,544.5
2014-02-18,546.0
2014-02-14,542.47
2014-02-13,534.66
2014-02-12,536.92
2014-02-11,530.61
2014-02-10,518.66
2014-02-07,521.25
2014-02-06,510.57
2014-02-05,506.69
2014-02-04,505.91
2014-02-03,502.41
2014-01-31,495.1
2014-01-30,502.48
2014-01-29,504.0
2014-01-28,508.89
2014-01-27,550.76
2014-01-24,554.0
2014-01-23,549.85
2014-01-22,550.88
2014-01-21,541.0
2014-01-17,551.48
2014-01-16,555.0
2014-01-15,553.52
2014-01-14,538.05
2014-01-13,530.0
2014-01-10,539.83
2014-01-09,546.8
2014-01-08,538.81
2014-01-07,544.32
2014-01-06,537.49
2014-01-03,553.0
2014-01-02,555.68
2013-12-31,554.17
2013-12-30,557.46
2013-12-27,563.82
2013-12-26,568.1
2013-12-24,569.89
2013-12-23,567.88
2013-12-20,545.39
2013-12-19,549.37
2013-12-18,549.7
2013-12-17,555.81
2013-12-16,555.02
2013-12-13,562.42
2013-12-12,562.22
2013-12-11,566.89
2013-12-10,563.56
2013-12-09,561.0
2013-12-06,565.79
2013-12-05,572.87
2013-12-04,565.6
2013-12-03,558.0
2013-12-02,558.0
2013-11-29,549.7
2013-11-27,536.25
2013-11-26,524.07
2013-11-25,521.02
2013-11-22,519.6
2013-11-21,517.6
2013-11-20,519.05
2013-11-19,519.03
2013-11-18,524.84
2013-11-15,526.55
2013-11-14,523.06
2013-11-13,518.0
2013-11-12,517.0
2013-11-11,519.99
2013-11-08,514.59
2013-11-07,519.58
2013-11-06,524.15
2013-11-05,524.44
2013-11-04,521.17
2013-11-01,524.4
2013-10-31,525.0
2013-10-30,519.59
2013-10-29,536.28
2013-10-28,529.27
2013-10-25,531.3
2013-10-24,525.0
2013-10-23,519.0
2013-10-22,526.11
2013-10-21,511.52
2013-10-18,506.1
2013-10-17,500.0
2013-10-16,500.7
2013-10-15,497.89
2013-10-14,489.54
2013-10-11,486.99
2013-10-10,491.56
2013-10-09,484.64
2013-10-08,489.61
2013-10-07,486.45
2013-10-04,483.5
2013-10-03,490.51
2013-10-02,485.72
2013-10-01,478.45
2013-09-30,476.84
2013-09-27,483.78
2013-09-26,486.0
2013-09-25,488.96
2013-09-24,495.0
2013-09-23,496.0
2013-09-20,478.5
2013-09-19,470.84
2013-09-18,463.47
2013-09-17,447.5
2013-09-16,461.0
2013-09-13,470.0
2013-09-12,468.4
2013-09-11,467.07
2013-09-10,506.38
2013-09-09,505.0
2013-09-06,498.7
2013-09-05,500.55
2013-09-04,500.0
2013-09-03,493.0
2013-08-30,492.0
2013-08-29,491.76
2013-08-28,486.0
2013-08-27,498.0
2013-08-26,500.75
2013-08-23,502.76
2013-08-22,504.99
2013-08-21,503.18
2013-08-20,509.43
2013-08-19,504.4
2013-08-16,500.0
2013-08-15,496.95
2013-08-14,497.91
2013-08-13,471.03
2013-08-12,456.86
2013-08-09,458.64
2013-08-08,464.02
2013-08-07,463.65
2013-08-06,468.04
2013-08-05,464.6
2013-08-02,458.01
2013-08-01,455.29
2013-07-31,454.99
2013-07-30,450.0
2013-07-29,440.38
2013-07-26,435.3
2013-07-25,440.51
2013-07-24,438.93
2013-07-23,426.0
2013-07-22,429.55
2013-07-19,433.9
2013-07-18,433.31
2013-07-17,429.37
2013-07-16,426.43
2013-07-15,425.01
2013-07-12,427.82
2013-07-11,422.99
2013-07-10,419.6
2013-07-09,413.86
2013-07-08,420.04
2013-07-05,420.33
2013-07-04,420.95
2013-07-03,420.95
2013-07-02,410.0
2013-07-01,402.9
2013-06-28,391.31
2013-06-27,399.01
2013-06-26,403.59
2013-06-25,405.72
2013-06-24,407.4
2013-06-21,418.9
2013-06-20,419.56
2013-06-19,431.08
2013-06-18,431.56
2013-06-17,431.35
2013-06-14,435.4
2013-06-13,432.29
2013-06-12,439.5
2013-06-11,436.0
2013-06-10,444.79
2013-06-07,436.28
2013-06-06,445.11
2013-06-05,445.65
2013-06-04,453.2
2013-06-03,450.46
2013-05-31,452.45
2013-05-30,445.65
2013-05-29,440.2
2013-05-28,450.0
2013-05-24,440.55
2013-05-23,436.01
2013-05-22,443.79
2013-05-21,437.9
2013-05-20,431.76
2013-05-17,439.0
2013-05-16,422.83
2013-05-15,439.15
2013-05-14,453.9
2013-05-13,451.53
2013-05-10,458.0
2013-05-09,459.89
2013-05-08,459.32
2013-05-07,465.24
2013-05-06,456.0
2013-05-03,451.31
2013-05-02,442.0
2013-05-01,444.5
2013-04-30,435.11
2013-04-29,420.55
2013-04-26,409.81
2013-04-25,411.55
2013-04-24,393.6
2013-04-23,404.0
2013-04-22,393.0
2013-04-19,387.99
2013-04-18,405.0
2013-04-17,420.26
2013-04-16,421.51
2013-04-15,426.85
2013-04-12,434.15
2013-04-11,433.5
2013-04-10,428.47
2013-04-09,426.38
2013-04-08,424.79
2013-04-05,424.63
2013-04-04,433.55
2013-04-03,431.66
2013-04-02,427.3
2013-04-01,442.0
2013-03-29,450.0
2013-03-28,450.0
2013-03-27,456.8
2013-03-26,465.43
2013-03-25,464.8
2013-03-22,454.6
2013-03-21,450.22
2013-03-20,457.5
2013-03-19,459.5
2013-03-18,441.45
2013-03-15,437.88
2013-03-14,432.88
2013-03-13,428.43
2013-03-12,435.81
2013-03-11,429.7
2013-03-08,430.0
2013-03-07,424.46
2013-03-06,434.77
2013-03-05,421.17
2013-03-04,427.7
2013-03-01,438.0
2013-02-28,444.0
2013-02-27,448.97
2013-02-26,444.0
2013-02-25,453.8
2013-02-22,449.25
2013-02-21,445.6
2013-02-20,457.5
2013-02-19,461.1
2013-02-18,469.07
2013-02-15,469.07
2013-02-14,464.52
2013-02-13,467.24
2013-02-12,479.51
2013-02-11,476.5
2013-02-08,473.95
2013-02-07,463.25
2013-02-06,456.45
2013-02-05,444.3
2013-02-04,453.56
2013-02-01,459.33
2013-01-31,456.8
2013-01-30,457.14
2013-01-29,458.37
2013-01-28,437.6
2013-01-25,451.81
2013-01-24,460.0
2013-01-23,508.81
2013-01-22,504.55
2013-01-21,498.35
2013-01-18,498.35
2013-01-17,510.43
2013-01-16,494.71
2013-01-15,498.04
2013-01-14,503.0
2013-01-11,521.14
2013-01-10,528.5
2013-01-09,522.71
2013-01-08,528.87
2013-01-07,522.05
2013-01-04,537.15
2013-01-03,547.95
2013-01-02,554.0
2012-12-31,510.09
2012-12-28,510.23
2012-12-27,513.54
2012-12-26,518.66
2012-12-24,520.15
2012-12-21,512.69
2012-12-20,530.15
2012-12-19,531.37
2012-12-18,525.27
2012-12-17,508.92
2012-12-14,515.0
2012-12-13,531.15
2012-12-12,547.86
2012-12-11,539.7
2012-12-10,525.0
2012-12-07,553.47
2012-12-06,528.9
2012-12-05,568.9
2012-12-04,581.79
2012-12-03,593.7
2012-11-30,586.6
2012-11-29,590.27
2012-11-28,577.24
2012-11-27,589.6
2012-11-26,575.9
2012-11-23,567.39
2012-11-21,564.25
2012-11-20,571.56
2012-11-19,540.62
2012-11-16,525.12
2012-11-15,537.53
2012-11-14,545.5
2012-11-13,539.09
2012-11-12,554.38
2012-11-09,540.01
2012-11-08,560.65
2012-11-07,573.95
2012-11-06,590.25
2012-11-05,583.29
2012-11-02,596.09
2012-11-01,598.25
2012-10-31,594.49
2012-10-30,609.43
2012-10-26,609.43
2012-10-25,620.0
2012-10-24,621.44
2012-10-23,631.15
2012-10-22,612.42
2012-10-19,631.45
2012-10-18,640.0
2012-10-17,649.29
2012-10-16,635.63
2012-10-15,632.3
2012-10-12,629.92
2012-10-11,646.75
2012-10-10,639.76
2012-10-09,638.64
2012-10-08,647.0
2012-10-05,665.0
2012-10-04,671.25
2012-10-03,665.14
2012-10-02,662.16
2012-10-01,671.5
2012-09-28,678.75
2012-09-27,664.29
2012-09-26,668.63
2012-09-25,688.0
2012-09-24,686.91
2012-09-21,702.56
2012-09-20,699.17
2012-09-19,700.45
2012-09-18,699.9
2012-09-17,699.33
2012-09-14,689.97
2012-09-13,677.36
2012-09-12,666.85
2012-09-11,665.27
2012-09-10,680.45
2012-09-07,678.05
2012-09-06,673.33
2012-09-05,675.4
2012-09-04,665.79
2012-08-31,667.27
2012-08-30,670.64
2012-08-29,675.25
2012-08-28,674.8
2012-08-27,679.99
2012-08-24,659.77
2012-08-23,666.13
2012-08-22,654.52
2012-08-21,670.84
2012-08-20,650.01
2012-08-17,640.0
2012-08-16,631.13
2012-08-15,631.3
2012-08-14,632.0
2012-08-13,623.28
2012-08-10,618.71
2012-08-09,617.85
2012-08-08,619.05
2012-08-07,622.5
2012-08-06,617.11
2012-08-03,614.0
2012-08-02,603.0
2012-08-01,615.83
2012-07-31,603.04
2012-07-30,591.0
2012-07-27,575.22
2012-07-26,579.82
2012-07-25,574.89
2012-07-24,607.5
2012-07-23,595.0
2012-07-20,613.96
2012-07-19,611.28
2012-07-18,606.76
2012-07-17,610.9
2012-07-16,605.2
2012-07-13,602.99
2012-07-12,600.33
2012-07-11,606.13
2012-07-10,618.0
2012-07-09,605.36
2012-07-06,607.25
2012-07-05,600.24
2012-07-03,595.0
2012-07-02,584.73
2012-06-29,578.0
2012-06-28,571.85
2012-06-27,575.0
2012-06-26,571.33
2012-06-25,577.3
2012-06-22,578.94
2012-06-21,585.74
2012-06-20,588.01
2012-06-19,583.42
2012-06-18,570.96
2012-06-15,571.0
2012-06-14,571.24
2012-06-13,574.5
2012-06-12,574.71
2012-06-11,587.64
2012-06-08,571.12
2012-06-07,577.29
2012-06-06,567.89
2012-06-05,560.98
2012-06-04,561.5
2012-06-01,569.0
2012-05-31,581.0
2012-05-30,569.2
2012-05-29,570.9
2012-05-25,564.61
2012-05-24,576.0
2012-05-23,557.33
2012-05-22,569.9
2012-05-21,534.76
2012-05-18,533.89
2012-05-17,545.31
2012-05-16,554.05
2012-05-15,561.43
2012-05-14,562.69
2012-05-11,565.18
2012-05-10,575.19
2012-05-09,563.71
2012-05-08,569.94
2012-05-07,561.5
2012-05-04,577.04
2012-05-03,590.73
2012-05-02,580.48
2012-05-01,584.9
2012-04-30,597.94
2012-04-27,605.0
2012-04-26,614.5
2012-04-25,615.99
2012-04-24,562.91
2012-04-23,570.8
2012-04-20,591.82
2012-04-19,600.16
2012-04-18,613.88
2012-04-17,578.96
2012-04-16,610.0
2012-04-13,624.1
2012-04-12,625.23
2012-04-11,636.0
2012-04-10,640.0
2012-04-09,626.19
2012-04-05,627.09
2012-04-04,624.71
2012-04-03,627.3
2012-04-02,601.93
2012-03-30,608.9
2012-03-29,612.5
2012-03-28,618.65
2012-03-27,606.43
2012-03-26,599.99
2012-03-23,600.49
2012-03-22,598.06
2012-03-21,602.94
2012-03-20,599.32
2012-03-19,598.56
2012-03-16,584.55
2012-03-15,600.0
2012-03-14,578.11
2012-03-13,557.54
2012-03-12,549.0
2012-03-09,544.4
2012-03-08,534.86
2012-03-07,536.76
2012-03-06,523.65
2012-03-05,545.69
2012-03-02,544.46
2012-03-01,548.17
2012-02-29,541.55
2012-02-28,527.98
2012-02-27,521.31
2012-02-24,519.76
2012-02-23,515.08
2012-02-22,513.06
2012-02-21,507.16
2012-02-17,503.3
2012-02-16,491.31
2012-02-15,514.47
2012-02-14,504.7
2012-02-13,499.74
2012-02-10,491.17
2012-02-09,480.95
2012-02-08,470.66
2012-02-07,465.46
2012-02-06,458.38
2012-02-03,457.3
2012-02-02,456.01
2012-02-01,458.49
2012-01-31,455.84
2012-01-30,445.83
2012-01-27,444.34
2012-01-26,448.45
2012-01-25,454.26
2012-01-24,425.0
2012-01-23,422.97
2012-01-20,427.49
2012-01-19,430.03
2012-01-18,426.99
2012-01-17,424.2
2012-01-13,419.53
2012-01-12,422.41
2012-01-11,422.39
2012-01-10,426.0
2012-01-09,425.52
2012-01-06,419.77
2012-01-05,414.95
2012-01-04,410.2
2012-01-03,409.5
2011-12-30,403.51
2011-12-29,403.25
2011-12-28,406.9
2011-12-27,403.16
2011-12-23,399.69
2011-12-22,397.0
2011-12-21,396.52
2011-12-20,387.5
2011-12-19,382.47
2011-12-16,380.98
2011-12-15,383.33
2011-12-14,386.7
2011-12-13,393.0
2011-12-12,391.66
2011-12-09,392.7
2011-12-08,391.48
2011-12-07,389.7
2011-12-06,392.54
2011-12-05,393.28
2011-12-02,390.0
2011-12-01,382.45
2011-11-30,381.02
2011-11-29,375.84
2011-11-28,372.47
2011-11-25,368.2
2011-11-23,374.7
2011-11-22,371.39
2011-11-21,370.23
2011-11-18,378.89
2011-11-17,383.82
2011-11-16,389.44
2011-11-15,380.8
2011-11-14,384.37
2011-11-11,386.75
2011-11-10,397.11
2011-11-09,397.0
2011-11-08,402.21
2011-11-07,399.91
2011-11-04,402.0
2011-11-03,399.07
2011-11-02,400.0
2011-11-01,397.0
2011-10-31,402.11
2011-10-28,403.0
2011-10-27,407.7
2011-10-26,402.0
2011-10-25,405.03
2011-10-24,396.18
2011-10-21,398.31
2011-10-20,400.0
2011-10-19,401.45
2011-10-18,421.59
2011-10-17,421.43
2011-10-14,417.0
2011-10-13,405.04
2011-10-12,407.41
2011-10-11,392.58
2011-10-10,379.18
2011-10-07,375.77
2011-10-06,373.11
2011-10-05,367.86
2011-10-04,374.9
2011-10-03,380.36
2011-09-30,387.12
2011-09-29,401.92
2011-09-28,400.07
2011-09-27,408.96
2011-09-26,400.0
2011-09-23,400.25
2011-09-22,401.0
2011-09-21,419.71
2011-09-20,415.35
2011-09-19,396.9
2011-09-16,396.0
2011-09-15,391.57
2011-09-14,387.02
2011-09-13,382.14
2011-09-12,373.02
2011-09-09,383.95
2011-09-08,382.4
2011-09-07,385.57
2011-09-06,367.08
2011-09-02,374.94
2011-09-01,385.98
2011-08-31,390.86
2011-08-30,388.25
2011-08-29,388.17
2011-08-26,371.17
2011-08-25,365.0
2011-08-24,373.46
2011-08-23,360.3
2011-08-22,364.64
2011-08-19,361.73
2011-08-18,370.7
2011-08-17,382.36
2011-08-16,381.5
2011-08-15,379.9
2011-08-12,378.41
2011-08-11,370.54
2011-08-10,371.15
2011-08-09,361.79
2011-08-08,361.0
2011-08-05,379.91
2011-08-04,389.55
2011-08-03,391.07
2011-08-02,397.84
2011-08-01,398.0
2011-07-29,387.52
2011-07-28,391.63
2011-07-27,400.32
2011-07-26,400.0
2011-07-25,390.18
2011-07-22,388.32
2011-07-21,387.02
2011-07-20,396.05
2011-07-19,377.92
2011-07-18,365.43
2011-07-15,360.99
2011-07-14,360.95
2011-07-13,358.33
2011-07-12,353.5
2011-07-11,356.33
2011-07-08,353.52
2011-07-07,354.72
2011-07-06,349.0
2011-07-05,342.97
2011-07-01,335.95
2011-06-30,334.7
2011-06-29,336.08
2011-06-28,333.58
2011-06-27,327.62
2011-06-24,331.5
2011-06-23,318.95
2011-06-22,325.02
2011-06-21,316.53
2011-06-20,317.3
2011-06-17,329.07
2011-06-16,326.79
2011-06-15,329.6
2011-06-14,330.02
2011-06-13,327.2
2011-06-10,330.65
2011-06-09,333.27
2011-06-08,332.0
2011-06-07,338.17
2011-06-06,345.7
2011-06-03,343.03
2011-06-02,346.55
2011-06-01,349.11
2011-05-31,341.14
2011-05-27,334.8
2011-05-26,335.72
2011-05-25,333.43
2011-05-24,335.28
2011-05-23,330.0
2011-05-20,339.75
2011-05-19,342.08
2011-05-18,336.5
2011-05-17,332.0
2011-05-16,339.25
2011-05-13,345.79
2011-05-12,346.45
2011-05-11,349.15
2011-05-10,348.89
2011-05-09,347.82
2011-05-06,349.85
2011-05-05,348.4
2011-05-04,348.32
2011-05-03,347.91
2011-05-02,349.75
2011-04-29,347.04
2011-04-28,346.2
2011-04-27,352.28
2011-04-26,353.63
2011-04-25,350.57
2011-04-22,354.43
2011-04-21,354.43
2011-04-20,343.74
2011-04-19,333.25
2011-04-18,326.16
2011-04-15,333.62
2011-04-14,334.65
2011-04-13,335.0
2011-04-12,330.45
2011-04-11,334.2
2011-04-08,340.0
2011-04-07,338.04
2011-04-06,341.45
2011-04-05,336.52
2011-04-04,344.56
2011-04-01,351.11
2011-03-31,346.3
2011-03-30,350.71
2011-03-29,347.59
2011-03-28,353.18
2011-03-25,348.13
2011-03-24,341.85
2011-03-23,339.25
2011-03-22,342.62
2011-03-21,336.13
2011-03-18,336.6
2011-03-17,336.94
2011-03-16,342.0
2011-03-15,341.77
2011-03-14,353.0
2011-03-11,345.02
2011-03-10,349.76
2011-03-09,354.69
2011-03-08,354.79
2011-03-07,361.6
2011-03-04,360.0
2011-03-03,357.44
2011-03-02,349.94
2011-03-01,355.27
2011-02-28,351.17
2011-02-25,345.26
2011-02-24,344.03
2011-02-23,338.65
2011-02-22,342.15
2011-02-18,358.3
2011-02-17,357.16
2011-02-16,360.52
2011-02-15,359.21
2011-02-14,356.79
2011-02-11,354.84
2011-02-10,357.82
2011-02-09,355.19
2011-02-08,353.52
2011-02-07,348.0
2011-02-04,343.76
2011-02-03,343.8
2011-02-02,344.45
2011-02-01,341.54
2011-01-31,335.8
2011-01-28,344.33
2011-01-27,343.9
2011-01-26,342.9
2011-01-25,336.41
2011-01-24,327.06
2011-01-21,333.77
2011-01-20,336.18
2011-01-19,348.58
2011-01-18,327.05
2011-01-14,345.94
2011-01-13,345.31
2011-01-12,343.43
2011-01-11,344.95
2011-01-10,338.83
2011-01-07,334.12
2011-01-06,335.0
2011-01-05,329.55
2011-01-04,332.5
2011-01-03,325.9
2010-12-31,323.0
2010-12-30,325.4
2010-12-29,326.3
2010-12-28,326.0
2010-12-27,323.19
2010-12-23,325.0
2010-12-22,324.38
2010-12-21,323.09
2010-12-20,321.6
2010-12-17,321.38
2010-12-16,321.09
2010-12-15,320.0
2010-12-14,321.99
2010-12-13,324.35
2010-12-10,319.65
2010-12-09,322.15
2010-12-08,319.77
2010-12-07,323.88
2010-12-06,318.54
2010-12-03,316.94
2010-12-02,317.5
2010-12-01,315.75
2010-11-30,313.54
2010-11-29,316.23
2010-11-26,313.82
2010-11-24,312.0
2010-11-23,310.3
2010-11-22,306.69
2010-11-19,308.0
2010-11-18,305.47
2010-11-17,301.08
2010-11-16,305.6
2010-11-15,308.48
2010-11-12,315.5
2010-11-11,315.0
2010-11-10,316.64
2010-11-09,321.0
2010-11-08,316.95
2010-11-05,317.99
2010-11-04,315.11
2010-11-03,311.37
2010-11-02,307.0
2010-11-01,302.63
2010-10-29,304.22
2010-10-28,307.95
2010-10-27,307.65
2010-10-26,306.99
2010-10-25,309.12
2010-10-22,309.07
2010-10-21,312.31
2010-10-20,309.0
2010-10-19,303.49
2010-10-18,318.5
2010-10-15,307.44
2010-10-14,301.69
2010-10-13,300.03
2010-10-12,295.41
2010-10-11,294.77
2010-10-08,291.89
2010-10-07,290.44
2010-10-06,289.61
2010-10-05,282.4
2010-10-04,281.68
2010-10-01,286.4
2010-09-30,289.0
2010-09-29,287.16
2010-09-28,291.7
2010-09-27,293.98
2010-09-24,292.1
2010-09-23,286.45
2010-09-22,282.71
2010-09-21,283.85
2010-09-20,276.1
2010-09-17,277.68
2010-09-16,270.27
2010-09-15,268.0
2010-09-14,266.17
2010-09-13,265.95
2010-09-10,263.2
2010-09-09,265.01
2010-09-08,259.78
2010-09-07,256.51
2010-09-03,254.93
2010-09-02,251.37
2010-09-01,247.5
2010-08-31,241.88
2010-08-30,240.76
2010-08-27,241.53
2010-08-26,245.48
2010-08-25,237.99
2010-08-24,243.0
2010-08-23,251.75
2010-08-20,249.38
2010-08-19,252.85
2010-08-18,252.36
2010-08-17,250.1
2010-08-16,247.72
2010-08-13,251.03
2010-08-12,246.66
2010-08-11,255.14
2010-08-10,259.89
2010-08-09,261.49
2010-08-06,259.7
2010-08-05,261.48
2010-08-04,262.63
2010-08-03,261.0
2010-08-02,260.44
2010-07-30,256.0
2010-07-29,260.71
2010-07-28,263.67
2010-07-27,260.68
2010-07-26,259.98
2010-07-23,257.09
2010-07-22,257.74
2010-07-21,265.0
2010-07-20,242.99
2010-07-19,249.75
2010-07-16,253.13
2010-07-15,248.27
2010-07-14,249.49
2010-07-13,256.21
2010-07-12,258.53
2010-07-09,256.94
2010-07-08,262.58
2010-07-07,250.62
2010-07-06,251.25
2010-07-02,250.55
2010-07-01,254.11
2010-06-30,256.74
2010-06-29,264.25
2010-06-28,266.96
2010-06-25,270.02
2010-06-24,270.97
2010-06-23,274.64
2010-06-22,272.24
2010-06-21,277.75
2010-06-18,272.23
2010-06-17,270.61
2010-06-16,261.0
2010-06-15,255.62
2010-06-14,256.0
2010-06-11,248.17
2010-06-10,244.81
2010-06-09,251.56
2010-06-08,253.38
2010-06-07,258.37
2010-06-04,258.47
2010-06-03,265.2
2010-06-02,264.74
2010-06-01,259.7
2010-05-28,259.18
2010-05-27,250.73
2010-05-26,250.2
2010-05-25,239.9
2010-05-24,247.26
2010-05-21,231.65
2010-05-20,241.4
2010-05-19,249.48
2010-05-18,257.035
2010-05-17,254.16
2010-05-14,255.21
2010-05-13,263.26
2010-05-12,259.64
2010-05-11,252.0
2010-05-10,251.17
2010-05-07,244.0
2010-05-06,254.0
2010-05-05,252.88
2010-05-04,262.44
2010-05-03,264.42
2010-04-30,269.74
2010-04-29,263.05
2010-04-28,263.0
2010-04-27,267.0
2010-04-26,271.98
2010-04-23,267.01
2010-04-22,258.18
2010-04-21,258.26
2010-04-20,249.24
2010-04-19,246.55
2010-04-16,248.99
2010-04-15,245.95
2010-04-14,245.17
2010-04-13,242.23
2010-04-12,242.9
2010-04-09,241.46
2010-04-08,240.4
2010-04-07,239.72
2010-04-06,238.28
2010-04-05,234.99
2010-04-01,237.67
2010-03-31,235.85
2010-03-30,236.67
2010-03-29,232.91
2010-03-26,228.98
2010-03-25,230.87
2010-03-24,227.85
2010-03-23,225.66
2010-03-22,220.5
2010-03-19,225.16
2010-03-18,223.92
2010-03-17,224.79
2010-03-16,224.19
2010-03-15,225.5
2010-03-12,227.05
2010-03-11,223.86
2010-03-10,223.71
2010-03-09,218.15
2010-03-08,219.98
2010-03-05,215.0
2010-03-04,209.39
2010-03-03,209.16
2010-03-02,209.97
2010-03-01,205.75
2010-02-26,202.45
2010-02-25,197.38
2010-02-24,198.5
2010-02-23,199.91
2010-02-22,202.44
2010-02-19,201.85
2010-02-18,201.63
2010-02-17,204.25
2010-02-16,202.19
2010-02-12,198.17
2010-02-11,194.79
2010-02-10,195.82
2010-02-09,196.46
2010-02-08,195.68
2010-02-05,192.7
2010-02-04,196.85
2010-02-03,195.26
2010-02-02,195.93
2010-02-01,192.58
2010-01-29,201.33
2010-01-28,205.32
2010-01-27,206.81
2010-01-26,205.86
2010-01-25,202.83
2010-01-22,206.78
2010-01-21,212.29
2010-01-20,214.91
2010-01-19,208.39
2010-01-18,211.4
2010-01-15,211.4
2010-01-14,210.04
2010-01-13,208.12
2010-01-12,209.32
2010-01-11,212.97
2010-01-08,210.4
2010-01-07,211.68
2010-01-06,214.38
2010-01-05,214.79
2010-01-04,213.5
2009-12-31,213.11
2009-12-30,208.75
2009-12-29,212.65
2009-12-28,211.15
2009-12-24,203.43
2009-12-23,201.19
2009-12-22,199.79
2009-12-21,196.0
2009-12-18,193.1
2009-12-17,194.87
2009-12-16,195.0
2009-12-15,195.76
2009-12-14,195.47
2009-12-11,197.75
2009-12-10,199.69
2009-12-09,191.25
2009-12-08,189.04
2009-12-07,193.32
2009-12-04,199.7
2009-12-03,197.87
2009-12-02,199.05
2009-12-01,202.25
2009-11-30,200.91
2009-11-27,199.1
2009-11-25,205.5
2009-11-24,205.3
2009-11-23,203.12
2009-11-20,198.33
2009-11-19,204.57
2009-11-18,206.42
2009-11-17,206.07
2009-11-16,205.4
2009-11-13,202.9
2009-11-12,203.33
2009-11-11,204.63
2009-11-10,201.07
2009-11-09,196.95
2009-11-06,193.0
2009-11-05,192.7
2009-11-04,190.71
2009-11-03,188.0
2009-11-02,189.81
2009-10-30,196.18
2009-10-29,194.89
2009-10-28,197.28
2009-10-27,201.64
2009-10-26,203.5
2009-10-23,205.7
2009-10-22,204.52
2009-10-21,199.62
2009-10-20,200.47
2009-10-19,187.88
2009-10-16,189.25
2009-10-15,189.6
2009-10-14,192.15
2009-10-13,190.62
2009-10-12,190.97
2009-10-09,188.9
2009-10-08,190.77
2009-10-07,189.82
2009-10-06,187.75
2009-10-05,186.2
2009-10-02,181.38
2009-10-01,185.49
2009-09-30,186.04
2009-09-29,186.66
2009-09-28,183.83
2009-09-25,182.13
2009-09-24,187.2
2009-09-23,185.4
2009-09-22,185.1
2009-09-21,184.44
2009-09-18,185.9
2009-09-17,182.0
2009-09-16,178.0
2009-09-15,174.04
2009-09-14,170.85
2009-09-11,172.96
2009-09-10,172.06
2009-09-09,172.72
2009-09-08,172.43
2009-09-04,167.2
2009-09-03,166.44
2009-09-02,164.5
2009-09-01,168.09
2009-08-31,168.09
2009-08-28,172.06
2009-08-27,168.61
2009-08-26,168.94
2009-08-25,169.43
2009-08-24,170.0
2009-08-21,167.81
2009-08-20,164.89
2009-08-19,162.72
2009-08-18,161.75
2009-08-17,163.59
2009-08-14,167.81
2009-08-13,166.63
2009-08-12,162.49
2009-08-11,163.61
2009-08-10,165.38
2009-08-07,165.51
2009-08-06,165.55
2009-08-05,165.99
2009-08-04,165.03
2009-08-03,165.15
2009-07-31,163.0
2009-07-30,161.63
2009-07-29,158.94
2009-07-28,158.96
2009-07-27,160.0
2009-07-24,156.94
2009-07-23,156.51
2009-07-22,157.5
2009-07-21,153.43
2009-07-20,153.14
2009-07-17,149.17
2009-07-16,145.89
2009-07-15,144.87
2009-07-14,142.08
2009-07-13,139.51
2009-07-10,136.41
2009-07-09,137.8
2009-07-08,135.92
2009-07-07,138.48
2009-07-06,138.7
2009-07-03,141.31
2009-07-02,141.31
2009-07-01,143.52
2009-06-30,142.66
2009-06-29,143.45
2009-06-26,139.74
2009-06-25,135.8
2009-06-24,135.43
2009-06-23,136.36
2009-06-22,140.62
2009-06-19,138.07
2009-06-18,136.0
2009-06-17,136.71
2009-06-16,136.63
2009-06-15,135.98
2009-06-12,138.86
2009-06-11,139.61
2009-06-10,142.0
2009-06-09,143.81
2009-06-08,143.9
2009-06-05,145.5
2009-06-04,140.11
2009-06-03,140.09
2009-06-02,138.99
2009-06-01,136.37
2009-05-29,135.4
2009-05-28,133.5
2009-05-27,131.78
2009-05-26,124.82
2009-05-22,124.09
2009-05-21,125.0
2009-05-20,127.77
2009-05-19,126.84
2009-05-18,123.84
2009-05-15,122.15
2009-05-14,119.76
2009-05-13,123.13
2009-05-12,129.71
2009-05-11,127.28
2009-05-08,129.08
2009-05-07,132.09
2009-05-06,133.49
2009-05-05,131.75
2009-05-04,128.2
2009-05-01,125.82
2009-04-30,126.37
2009-04-29,124.83
2009-04-28,123.33
2009-04-27,122.86
2009-04-24,124.5
2009-04-23,126.65
2009-04-22,122.6
2009-04-21,118.95
2009-04-20,121.76
2009-04-17,121.04
2009-04-16,119.2
2009-04-15,117.01
2009-04-14,119.55
2009-04-13,120.0
2009-04-09,118.45
2009-04-08,115.26
2009-04-07,116.42
2009-04-06,114.94
2009-04-03,113.91
2009-04-02,110.06
2009-04-01,104.05
2009-03-31,105.5
2009-03-30,104.1
2009-03-27,108.5
2009-03-26,107.91
2009-03-25,107.5
2009-03-24,106.36
2009-03-23,102.68
2009-03-20,102.13
2009-03-19,101.95
2009-03-18,99.88
2009-03-17,95.22
2009-03-16,96.51
2009-03-13,96.3
