Date,MarketCap,AdjustedVolume,ClosePrice,AdjustedHighPrice,Volume,AdjustedClosePrice,HighPrice,AdjustedLowPrice,LowPrice,will_increase
2016-10-03,594472727836.0,21701760.0,112.52,108.589516991654,21701760.0,108.08042858824301,113.05,107.849897990473,112.28,0
2016-09-30,597272857108.0,36379106.0,113.05,108.896891122015,36379106.0,108.589516991654,113.37,107.388836794931,111.8,1
2016-09-29,592676418491.0,35886990.0,112.18,109.309925109688,35886990.0,107.75384357473499,113.8,107.388836794931,111.8,1
2016-09-28,602027793609.0,29641085.0,113.95,110.11678220188601,29641085.0,109.454006733295,114.64,108.954523771458,113.43,0
2016-09-27,597484187620.0,24607412.0,113.09,108.714387732113,24607412.0,108.62793875794901,113.18,107.90753063991501,112.34,0
2016-09-26,596374702436.0,29869442.0,112.88,108.916102005163,29869442.0,108.4262244849,113.39,107.14870075558599,111.55,1
2016-09-23,592499317134.0,52481151.0,112.71,110.26086382549299,52481151.0,108.262931978145,114.79,107.14870075558599,111.55,0
2016-09-22,602539896459.0,31073984.0,114.62,110.4049454491,31073984.0,110.097571318739,114.94,109.502033941164,114.0,0
2016-09-21,596915069298.0,36003185.0,113.55,109.49146795543301,36003185.0,109.06978907034299,113.98899999999999,108.00454559980999,112.441,0
2016-09-20,597020206254.0,34514269.0,113.57,109.617299240049,34514269.0,109.088999953491,114.12,108.07082314667,112.51,1
2016-09-19,597072774733.0,47023046.0,113.58,111.596020204249,47023046.0,109.09860539506501,116.18,108.78162582313,113.25,0
2016-09-16,604116950804.0,79886911.0,114.92,111.54799299638,79886911.0,110.38573456595199,116.13,109.54045570745899,114.04,0
2016-09-15,607533901883.0,90613177.0,115.57,111.16377533342899,90613177.0,111.01008826824801,115.73,109.012156420901,113.49,0
2016-09-14,587557880189.0,112340318.0,111.77,108.57030610850599,112340318.0,107.36002047020901,113.03,104.31509549131901,108.6,0
2016-09-13,567476721539.0,62176190.0,107.95,104.49759888122101,62176190.0,103.690741789023,108.79,103.008755437284,107.24,0
2016-09-12,554282033525.0,45292770.0,105.44,101.548728318069,45292770.0,101.27977595400299,105.72,98.4845924560309,102.53,1
2016-09-09,542138715075.0,46556984.0,103.13,101.548728318069,46556984.0,99.06091895045799,105.72,99.06091895045799,103.13,1
2016-09-08,554702581350.0,53002026.0,105.52,103.037571762006,53002026.0,101.356619486593,107.27,101.08766712252701,105.24,1
2016-09-07,569632029143.0,42364328.0,108.36,104.4687825565,42364328.0,104.08456489354799,108.76,102.84546293053002,107.07,1
2016-09-06,566162509585.0,26880391.0,107.7,104.026932244106,26880391.0,103.450605749678,108.3,103.268102359776,107.51,0
2016-09-02,566320215020.0,26802450.0,107.73,103.73876899689199,26802450.0,103.4794220744,108.0,102.605326891185,106.82,0
2016-09-01,561063367206.0,26701523.0,106.73,102.586116008038,26701523.0,102.518877917021,106.8,101.45267390233101,105.62,0
2016-08-31,557751553083.0,29662406.0,106.1,102.365094797425,29662406.0,101.913735097873,106.5699,101.471884785478,105.64,1
2016-08-30,557225868301.0,24863945.0,106.0,102.29795276082399,24863945.0,101.81768068213499,106.5,101.337408603445,105.5,1
2016-08-29,561536483509.0,24970300.0,106.82,103.20086426876,24970300.0,102.605326891185,107.44,102.096238487775,106.29,1
2016-08-26,562167305247.0,27766291.0,106.94,103.690741789023,27766291.0,102.72059219007099,107.95,102.115449370922,106.31,0
2016-08-25,565479119369.0,25086248.0,107.57,103.623503698007,25086248.0,103.325735009219,107.88,102.47085070915199,106.68,1
2016-08-24,567897269364.0,23675081.0,108.03,104.45917711492599,23675081.0,103.76758532161301,108.75,103.431394866531,107.68,1
2016-08-23,572207884572.0,21257669.0,108.85,105.006687284632,21257669.0,104.555231530664,109.32,104.247857400303,108.53,1
2016-08-22,570420556315.0,25820230.0,108.51,104.795367570008,25820230.0,104.228646517155,109.1,103.59468737328501,107.85,0
2016-08-19,574888876957.0,25368072.0,109.36,105.36208862286199,25368072.0,105.045109050927,109.69,104.08456489354799,108.36,1
2016-08-18,573416959569.0,21984703.0,109.08,105.275639648698,21984703.0,104.776156686861,109.6,104.718524037418,109.02,0
2016-08-17,574152918263.0,25355976.0,109.22,105.05471449250099,25355976.0,104.910632868894,109.37,104.065354010401,108.34,1
2016-08-16,574994013913.0,33794448.0,109.38,105.88078246784599,33794448.0,105.064319934074,110.23,104.90102742732,109.21,0
2016-08-15,575519698695.0,25868209.0,109.48,105.21800699925501,25868209.0,105.16037434981199,109.54,103.815612529482,108.08,0
2016-08-12,568685796536.0,18660434.0,108.18,104.16140842613899,18660434.0,103.91166694521999,108.44,103.527449282269,107.78,1
2016-08-11,567371584583.0,27484506.0,107.93,104.63207506325399,27484506.0,103.671530905875,108.93,103.59468737328501,107.85,1
2016-08-10,567739563930.0,24008505.0,108.0,104.603258738533,24008505.0,103.73876899689199,108.9,103.508238399121,107.76,0
2016-08-09,571997610659.0,26315204.0,108.81,104.64168050482799,26315204.0,104.51680976436899,108.94,103.748374438466,108.01,0
2016-08-08,569684597621.0,28037220.0,108.37,104.09417033512199,28037220.0,104.09417033512199,108.37,102.931911904694,107.16,0
2016-08-05,565006003066.0,40553402.0,107.48,103.402578541809,40553402.0,103.239286035055,107.65,101.990578630463,106.18,0
2016-08-04,556542478085.0,27408650.0,105.87,101.81768068213499,27408650.0,101.692809941676,106.0,101.126088888822,105.28,0
2016-08-03,553125527006.0,30202641.0,105.79,101.116224675072,30202641.0,101.068456239379,105.84,100.093980151241,104.77,1
2016-08-02,546276160900.0,33816556.0,104.48,101.33595947926001,33816556.0,99.81692322422121,106.07,99.3583462415678,104.0,0
2016-08-01,554484943180.0,38167871.0,106.05,101.412388976369,38167871.0,101.316852104983,106.15,99.75004741425091,104.41,0
2016-07-29,544864459489.0,27733688.0,104.21,99.8837990341914,27733688.0,99.5589736714786,104.55,99.05262825313221,103.68,0
2016-07-28,545544167576.0,39869839.0,104.34,99.7882621628053,39869839.0,99.68317160428059,104.45,98.2310111592115,102.82,1
2016-07-27,538276519570.0,92344820.0,102.95,99.6927252914192,92344820.0,98.3552090920135,104.35,98.1641353492412,102.75,0
2016-07-26,505441390450.0,56239822.0,96.67,93.5974728969846,56239822.0,92.355493568965,97.97,92.11665139049971,96.42,1
2016-07-25,508944501359.0,40382921.0,97.34,94.4286436780438,40382921.0,92.99559060725201,98.84,92.5943357474303,96.92,1
2016-07-22,515846152703.0,28313669.0,98.66,94.86811328642,28313669.0,94.25667730954879,99.3,93.9222982596974,98.31,1
2016-07-21,519872115987.0,32702028.0,99.43,96.49224009998409,32702028.0,94.9923112192219,101.0,94.7057006050636,99.13,1
2016-07-20,522643233572.0,26275968.0,99.96,95.976340994499,26275968.0,95.4986566375684,100.46,95.2836986769496,99.735,0
2016-07-19,522172666435.0,23779924.0,99.87,95.5368713861228,23779924.0,95.4126734533209,100.0,94.90632803497441,99.34,0
2016-07-18,521963525485.0,36493867.0,99.83,95.66106931892479,36493867.0,95.37445870476641,100.13,94.19935518671709,98.6,1
2016-07-15,516473575552.0,30136990.0,98.78,94.86811328642,30136990.0,94.37132155521209,99.3,94.103818315331,98.5,0
2016-07-14,516525860790.0,38918997.0,98.79,94.571948985123,38918997.0,94.38087524235078,98.99,92.9764832329747,97.32,1
2016-07-13,506487095199.0,25892171.0,96.87,93.31086228282619,25892171.0,92.54656731173719,97.67,92.5179062503214,96.84,0
2016-07-12,509362783259.0,24167463.0,97.42,93.339523344242,24167463.0,93.0720201043609,97.7,92.7854094902025,97.12,0
2016-07-11,507062232811.0,23794945.0,96.98,93.29175490854901,23794945.0,92.6516578702619,97.65,92.4128156917966,96.73,0
2016-07-08,505493675687.0,28912103.0,96.68,92.5656746860144,28912103.0,92.3650472561036,96.89,91.76316496637101,96.05,0
2016-07-07,501624568116.0,25139558.0,95.94,92.1930808876085,25139558.0,91.6580744078463,96.5,91.35235641941071,95.62,0
2016-07-06,499480873380.0,30949090.0,95.53,91.39057116796509,30949090.0,91.26637323516321,95.66,90.1581455270841,94.37,1
2016-07-05,496657470558.0,27705210.0,94.99,91.1421753023612,27705210.0,90.7504741296781,95.4,90.2441287113316,94.46,1
2016-07-01,501363141929.0,26026540.0,95.89,92.15964298262341,26026540.0,91.6103059721532,96.465,91.0752994923909,95.33,0
2016-06-30,499846870042.0,35836356.0,95.6,91.49566172648979,35836356.0,91.3332490451334,95.77,90.0912697171138,94.3,0
2016-06-29,493572641548.0,36531006.0,94.4,90.33011189557921,36531006.0,90.1868065885,94.55,89.4511726788268,93.63,0
2016-06-28,489337537315.0,40444914.0,93.59,89.47983374024271,40444914.0,89.41295793027241,93.66,88.02767329517359,92.14,1
2016-06-27,481233325510.0,46622188.0,92.04,88.8970588247873,46622188.0,87.9321364237875,93.05,87.41623731830241,91.5,0
2016-06-24,494421224879.0,75311356.0,93.4,90.4304256105346,75311356.0,89.23143787463871,94.655,88.5149113392428,92.65,1
2016-06-23,508713915534.0,32240187.0,96.1,91.99245345769769,32240187.0,91.8109334020641,96.29,90.998869995282,95.25,1
2016-06-22,505802441512.0,29219122.0,95.55,92.5656746860144,29219122.0,91.2854806094404,96.89,91.0944068666681,95.35,0
2016-06-21,507708133599.0,35546358.0,95.91,92.0497755805294,35546358.0,91.6294133464304,96.35,90.4504883535257,94.676,1
2016-06-20,503420326403.0,34411901.0,95.1,92.25995669757879,34411901.0,90.8555646882028,96.57,90.78868887823249,95.03,1
2016-06-17,504637851903.0,61008219.0,95.33,92.3363861946877,61008219.0,91.0752994923909,96.65,91.0466384309751,95.3,0
2016-06-16,516389619775.0,31326815.0,97.55,93.3872917799351,31326815.0,93.1962180371628,97.75,91.7822723406482,96.07,1
2016-06-15,514219248231.0,29445227.0,97.14,94.0178351310835,29445227.0,92.8045168644797,98.41,92.69942630595501,97.03,0
2016-06-14,515913196753.0,31931944.0,97.46,94.0799340974845,31931944.0,93.11023485291531,98.475,92.4319230660738,96.75,1
2016-06-13,515277966057.0,38020494.0,97.34,94.69614691792499,38020494.0,92.99559060725201,99.12,92.7663021159253,97.1,0
2016-06-10,523165413863.0,31712936.0,98.83,94.9117736366434,31712936.0,94.4190899909052,99.3457,94.08471094105379,98.48,0
2016-06-09,527506156951.0,26601354.0,99.65,95.5273176989842,26601354.0,95.2024923362714,99.99,94.0656035667765,98.46,1
2016-06-08,523747708668.0,20848131.0,98.94,95.11650915202391,20848131.0,94.52418054942991,99.56,94.275784683826,98.68,1
2016-06-07,524224131690.0,22409450.0,99.03,95.4126734533209,22409450.0,94.6101637336775,99.87,94.5432879237072,98.96,0
2016-06-06,522106696037.0,23292504.0,98.63,97.34251825532058,23292504.0,94.22801624813299,101.89,93.1962180371628,97.55,0
2016-06-03,518348247754.0,28504888.0,97.92,93.8840835111429,28504888.0,93.5497044612915,98.27,93.1006811657767,97.45,0
2016-06-02,517289529927.0,40191600.0,97.72,93.4732749641826,40191600.0,93.35863071851921,97.84,92.3172788204105,96.63,1
2016-06-01,521206785885.0,29173285.0,98.46,95.0974017777467,29173285.0,94.0656035667765,99.54,93.9414056339746,98.33,1
2016-05-31,528617810669.0,42307212.0,99.86,95.91901887166729,42307212.0,95.40311976618229,100.4,94.4095363037666,98.82,0
2016-05-27,531211669343.0,36341240.0,100.35,95.98589468163759,36341240.0,95.87125043597429,100.47,94.8155680071576,99.245,1
2016-05-26,531529284691.0,56331159.0,100.41,96.2342905472415,56331159.0,95.92857255880591,100.73,94.2375699352716,98.64,0
2016-05-25,527347349277.0,38642108.0,99.62,95.28847552051892,38642108.0,95.1738312748556,99.74,93.73122451692508,98.11,0
2016-05-24,518242375971.0,35140174.0,97.9,93.71211714264791,35140174.0,93.5305970870143,98.09,92.5179062503214,96.84,0
2016-05-23,510460799948.0,38018643.0,96.43,92.85228530017281,38018643.0,92.1262050776383,97.19,91.4001248551037,95.67,0
2016-05-20,504055557099.0,32025968.0,95.22,91.17083636377701,32025968.0,90.97020893386619,95.43,90.3014508341633,94.52,0
2016-05-19,498656096185.0,30442100.0,94.2,90.4160950798267,30442100.0,89.99573284572772,94.64,89.3938505559951,93.57,0
2016-05-18,500561788272.0,42062391.0,94.56,90.9606552467276,42062391.0,90.3396655827178,95.21,89.69956854443069,93.89,1
2016-05-17,494897647901.0,46916939.0,93.49,90.4734172026583,46916939.0,89.3174210588862,94.7,88.85884407623291,93.01,0
2016-05-16,496962147663.0,61259756.0,93.88,90.17725290136141,61259756.0,89.6900148572921,94.39,87.55954262538161,91.65,0
2016-05-13,479175688181.0,44392765.0,90.52,87.5786499996588,44392765.0,86.47997597871841,91.67,85.98318424751058,90.0,1
2016-05-12,478222842137.0,76314690.0,90.34,88.63910927204479,76314690.0,86.30800961022341,92.78,85.4768388291641,89.47,1
2016-05-11,489709930552.0,28719109.0,92.51,89.3938505559951,28719109.0,88.38115971930219,93.57,88.3333912836092,92.46,0
2016-05-10,494527096662.0,33686836.0,93.42,89.3938505559951,33686836.0,89.250545248916,93.57,87.9990122337578,92.11,0
2016-05-09,491192135509.0,32936436.0,92.79,89.58492429876742,32936436.0,88.64866295918341,93.77,88.45758921641121,92.59,1
2016-05-06,490821584270.0,43699886.0,92.72,89.2792063103318,43699886.0,88.58178714921308,93.45,87.7506163681538,91.85,1
2016-05-05,493574250618.0,35890500.0,93.24,89.8715349129258,35890500.0,89.07857888042092,94.07,88.5435724006587,92.68,1
2016-05-04,495585814488.0,41025475.0,94.19,91.0654131150112,41025475.0,89.44161899168819,95.9,89.09027172523821,93.82,0
2016-05-03,500794753403.0,56831277.0,95.18,90.9134791619517,56831277.0,90.38171032624359,95.74,88.9573295163112,93.68,0
2016-05-02,492691959536.0,48160104.0,93.64,89.33716439895979,48160104.0,88.9193460280463,94.08,87.7418578918356,92.4,1
2016-04-29,493218114982.0,68531478.0,93.74,89.9449002111977,68531478.0,89.0143047487085,94.72,87.84631248456391,92.51,1
2016-04-28,498953209342.0,82242690.0,94.83,92.94559578412192,82242690.0,90.049354803926,97.88,89.49859422408551,94.25,0
2016-04-27,514685257174.0,114602142.0,97.82,93.73375316561778,114602142.0,92.88862055172459,98.71,90.8565039295544,95.68,1
2016-04-26,549043207791.0,56016165.0,104.35,99.9915328572542,56016165.0,99.0894250109636,105.3,98.67160664005009,103.91,1
2016-04-25,552884142546.0,28031588.0,105.08,100.323888379572,28031588.0,99.78262367179741,105.65,99.24135896402309,104.51,1
2016-04-22,556041075222.0,33683121.0,105.68,101.112045761068,33683121.0,100.35237599577,106.48,99.3458135567515,104.62,1
2016-04-21,557566926015.0,31552525.0,105.97,101.539360004047,31552525.0,100.62775628569099,106.93,100.20044204271099,105.52,0
2016-04-20,563670329187.0,30611030.0,107.13,102.64088116372801,30611030.0,101.729277445372,108.09,100.713219134287,106.06,1
2016-04-19,562512787206.0,32384879.0,106.91,102.555418315132,32384879.0,101.520368259915,108.0,100.874648959412,106.23,1
2016-04-18,565511873248.0,60821461.0,107.48,103.45752616142299,60821461.0,102.061632967689,108.95,101.548855876114,106.94,1
2016-04-15,577981757316.0,46938969.0,109.85,106.63864330360501,46938969.0,104.31215464738199,112.3,104.198204182588,109.73,0
2016-04-14,589820254848.0,25473923.0,112.1,106.724106152201,25473923.0,106.448725862281,112.39,105.717543713182,111.33,0
2016-04-13,589504561581.0,33257316.0,112.04,106.67662679187,33257316.0,106.391750629884,112.34,105.214262493673,110.8,0
2016-04-12,581086074446.0,27232325.0,110.44,104.929386331686,27232325.0,104.872411099289,110.5,103.182145871503,108.66,0
2016-04-11,573614667115.0,29407518.0,109.02,105.033840924415,29407518.0,103.523997265886,110.61,103.343575696628,108.83,0
2016-04-08,571720507509.0,23581740.0,108.66,104.236187670853,23581740.0,103.182145871503,109.77,102.71684814025801,108.17,1
2016-04-07,571089120974.0,31801870.0,108.54,104.85341935515699,31801870.0,103.06819540670799,110.42,102.670318367134,108.12100000000001,1
2016-04-06,583822082765.0,26404077.0,110.96,105.38518819086501,26404077.0,105.366196446732,110.98,103.694922963078,109.2,0
2016-04-05,577771295137.0,26578652.0,109.81,105.147791389209,26578652.0,104.274171159118,110.73,103.903832148535,109.42,1
2016-04-04,584663931478.0,37356204.0,111.12,106.534188710877,37356204.0,105.518130399792,112.19,104.710981274163,110.27,0
2016-04-01,578718374940.0,25873950.0,109.99,104.45459272837601,25873950.0,104.445096856309,110.0,102.74533575645701,108.2,1
2016-03-31,573456820481.0,25888449.0,108.99,104.359634007714,25888449.0,103.49550964968799,109.9,103.391055056959,108.88,0
2016-03-30,576455906522.0,45601149.0,109.56,104.85341935515699,45601149.0,104.03677435746201,110.42,103.125170639105,108.6,0
2016-03-29,566564184140.0,31190083.0,107.68,102.356005001742,31190083.0,102.251550409014,107.79,99.5927062304731,104.88,1
2016-03-28,553462913537.0,19411372.0,105.19,100.836665471147,19411372.0,99.8870782645258,106.19,99.763631927665,105.06,0
2016-03-24,561330814958.0,26132955.0,105.67,100.893640703545,26132955.0,100.34288012370399,106.25,99.6022021025393,104.89,1
2016-03-23,563774386216.0,25703495.0,106.13,101.67230221297399,25703495.0,100.77969023875,107.07,100.56128518122699,105.9,0
2016-03-22,566908531961.0,32444375.0,106.72,101.88121139843099,32444375.0,101.339946690657,107.29,99.9060700086582,105.21,1
2016-03-21,562605721701.0,35502678.0,105.91,102.223062792815,35502678.0,100.570781053293,107.65,99.8396938629154,105.1401,1
2016-03-18,562658842816.0,44205171.0,105.92,101.1310375052,44205171.0,100.58027692536,106.5,99.8870782645258,105.19,0
2016-03-17,562021389444.0,34420705.0,105.8,101.10254988900101,34420705.0,100.466326460565,106.47,99.6686732070028,104.96,0
2016-03-16,562924448387.0,38303493.0,105.97,100.950615935942,38303493.0,100.62775628569099,106.31,99.31732594055279,104.59,0
2016-03-15,555540613498.0,40067734.0,104.58,99.8775823924596,40067734.0,99.3078300684866,105.18,98.6146314076528,103.85,0
2016-03-14,544597663949.0,25076062.0,102.52,97.7220194334285,25076062.0,97.35168042284609,102.91,96.6489858899461,101.78,1
2016-03-11,543216514977.0,27408237.0,102.26,97.12377949325692,27408237.0,97.10478774912451,102.28,96.3831014720921,101.5,0
2016-03-10,537426313516.0,33513577.0,101.17,97.08579600499209,33513577.0,96.06973769390699,102.24,95.10115874315291,100.15,0
2016-03-09,537160707945.0,27201683.0,101.12,96.45906844862179,27201683.0,96.02225833357589,101.58,95.2151092079475,100.27,0
2016-03-08,536682617916.0,31561889.0,101.03,96.6299941458137,31561889.0,95.93679548497991,101.76,95.33855554480829,100.4,1
2016-03-07,541144791518.0,35915810.0,101.87,97.6460524568988,35915810.0,96.7344487385421,102.83,95.87032438051641,100.96,0
2016-03-04,547200598550.0,46055100.0,103.01,98.5196726869907,46055100.0,97.8169781540907,103.75,96.2596551352313,101.37,0
2016-03-03,539179310289.0,36955742.0,101.5,96.582419826762,36955742.0,96.3831014720921,101.7099,95.38603490513941,100.45,0
2016-03-02,535195226715.0,33169560.0,100.75,95.80385327605292,33169560.0,95.67091106712591,100.89,94.6168692677759,99.64,0
2016-03-01,534026562200.0,50407147.0,100.53,95.68990281125829,50407147.0,95.4620018816691,100.77,92.508785669076,97.42,0
2016-02-29,513628054304.0,35216277.0,96.69,93.27795130643949,35216277.0,91.8155870082422,98.23,91.7776035199773,96.65,1
2016-02-26,514796718819.0,28991131.0,96.91,93.0820514657134,28991131.0,92.024496193699,98.0237,91.7111324155138,96.58,0
2016-02-25,513999902104.0,27582659.0,96.76,91.8820581127057,27582659.0,91.8820581127057,96.76,90.4481814307071,95.25,0
2016-02-24,510493908559.0,36255745.0,96.1,91.52121497418949,36255745.0,91.25533055633551,96.38,88.61547812192741,93.32,1
2016-02-23,503003831441.0,31942633.0,94.69,91.63516543898409,31942633.0,89.916412594999,96.5,89.78347038607201,94.55,0
2016-02-22,514637355476.0,34280758.0,96.88,92.01500032163271,34280758.0,91.9960085775003,96.9,91.0844048591436,95.92,0
2016-02-19,510175181873.0,35374173.0,96.04,91.8819631539851,35374173.0,91.1983553239382,96.7599,90.970454394349,95.8,1
2016-02-18,511343846388.0,39020983.0,96.26,93.90467886280969,39020983.0,91.4072645093949,98.89,91.2467842714759,96.09100000000001,0
2016-02-17,521224373651.0,44863243.0,98.12,93.258959562307,44863243.0,93.17349671371109,98.21,91.3028099166665,96.15,0
2016-02-16,513362448732.0,49057916.0,96.64,91.9675209613017,49057916.0,91.7681076479111,96.85,89.84044561846929,94.61,0
2016-02-12,499285353439.0,40351381.0,93.99,89.73599102574092,40351381.0,89.2517015503639,94.5,88.3211060878747,93.01,0
2016-02-11,497744841124.0,50074711.0,93.7,89.9449002111977,50074711.0,88.9763212604436,94.72,87.92227946109371,92.59,1
2016-02-10,500772744640.0,42343601.0,94.27,91.49272735799092,42343601.0,89.5175859682179,96.35,89.35615614309229,94.1,0
2016-02-09,504597464870.0,44331195.0,94.99,91.10339660327601,44331195.0,90.20128875698549,95.94,89.1947263179666,93.93,0
2016-02-08,504703707099.0,54021375.0,95.01,90.87549567368679,54021375.0,90.2202805011179,95.7,88.34959370407341,93.04,1
2016-02-05,499444716782.0,46418064.0,94.02,92.0339920657652,46418064.0,89.2801891665625,96.92,88.9668253883774,93.69,0
2016-02-04,513149964275.0,46471652.0,96.6,92.42332282048001,46471652.0,91.7301241596463,97.33,90.3912061983098,95.19,0
2016-02-03,509059638473.0,45964294.0,96.35,91.4617285345245,45964294.0,90.9989420105477,96.84,88.85501260355291,94.08,1
2016-02-02,499179601898.0,37357215.0,94.48,90.7061586994603,37357215.0,89.23279752108499,96.04,89.043905062319,94.28,1
2016-02-01,509482313834.0,40943541.0,96.43,91.3389484363265,40943541.0,91.07449899405408,96.71,90.1017028314089,95.4,0
2016-01-29,514290246071.0,64416504.0,97.34,91.93395968143959,64416504.0,91.93395968143959,97.34,89.1100174228871,94.35,0
2016-01-28,497119059511.0,55678825.0,94.09,89.2705760128382,55678825.0,88.8644572264912,94.52,87.2588713269797,92.39,1
2016-01-27,493579153359.0,133369674.0,93.42,91.26235254429692,133369674.0,88.2316674896249,96.6289,88.15611050611851,93.34,1
2016-01-26,528291367420.0,75077002.0,99.99,95.27735620159879,75077002.0,94.4367847600899,100.88,92.62341715593571,98.07,1
2016-01-25,525385474309.0,51794525.0,99.44,95.8912566925885,51794525.0,93.9173304984832,101.53,93.70010417090229,99.21,0
2016-01-22,535846689506.0,65800467.0,101.42,95.8251443320204,65800467.0,95.7873658402672,101.46,92.9067558440848,98.37,0
2016-01-21,508795466372.0,52161463.0,96.3,92.443969320108,52161463.0,90.95171889585609,97.88,89.66725017624701,94.94,0
2016-01-20,511384352961.0,72334416.0,96.79,92.73646929250721,72334416.0,91.41450541983299,98.1897,88.2316674896249,93.42,1
2016-01-19,510697505498.0,53087747.0,96.66,93.17120528635729,53087747.0,91.291725321635,98.65,90.19614906079191,95.5,0
2016-01-15,513180723247.0,79833891.0,97.13,92.2834107301568,79833891.0,91.7356225997353,97.71,90.0639243396557,95.36,1
2016-01-14,525808149671.0,63170127.0,99.52,94.8995712840667,63170127.0,93.9928874819896,100.48,90.4228200113112,95.74,1
2016-01-13,514554418172.0,62439631.0,97.39,95.5701395126862,62439631.0,91.98118279613121,101.19,91.89618118968642,97.3,1
2016-01-12,528132864159.0,49154227.0,99.96,95.0979083657711,49154227.0,94.40845089127501,100.69,93.3505586759557,98.8399,0
2016-01-11,520577542073.0,49739377.0,98.53,93.55843482682769,49739377.0,93.0578698110977,99.06,91.93395968143959,97.34,0
2016-01-08,512282538104.0,70798016.0,96.96,93.6056579415192,70798016.0,91.57506400978409,99.11,91.38617155101808,96.76,1
2016-01-07,509587982674.0,81094428.0,96.45,94.5690094812261,81094428.0,91.0933882399307,100.13,91.07449899405408,96.43,1
2016-01-06,532042611253.0,68457388.0,100.7,96.68460501940599,68457388.0,95.10735298870941,102.37,94.3234492848302,99.87,1
2016-01-05,542662329710.0,55790992.0,102.71,99.97133380193529,55790992.0,97.00572219930821,105.85,96.72238351115921,102.41,0
2016-01-04,556610616638.0,67649387.0,105.35,99.51610297630909,67649387.0,99.4991026550202,105.368,96.33515397068871,102.0,1
2015-12-31,556135106857.0,40912316.0,105.26,101.085799308655,40912316.0,99.4141010485755,107.03,98.99853763929009,104.82,1
2015-12-30,567018997414.0,25213777.0,107.32,102.663051339352,25213777.0,101.35969337386601,108.7,101.22746865273001,107.18,0
2015-12-29,574521485081.0,30931243.0,108.74,103.352508813848,30931243.0,102.700829831105,109.43,100.92524071870399,106.86,1
2015-12-28,564377276405.0,26704210.0,106.82,101.70914442258301,26704210.0,100.887462226951,107.69,100.283667482505,106.1807,1
2015-12-24,591068345551.0,13596680.0,108.03,102.946390027501,13596680.0,102.03026160248501,109.0,101.954704618979,107.95,0
2015-12-23,594241719988.0,32657354.0,108.61,102.804720683426,32657354.0,102.578049732907,108.85,101.24635789860599,107.2,1
2015-12-22,586691277362.0,32789367.0,107.23,101.73747829139799,32789367.0,101.274691767421,107.72,100.538955640527,106.45100000000001,0
2015-12-21,587238410886.0,47590610.0,107.33,101.406916488557,47590610.0,101.36913799680401,107.37,99.7068843596628,105.57,1
2015-12-18,580125675079.0,96453327.0,106.03,103.437510420292,96453327.0,100.141337014825,109.52,99.9335553101821,105.81,1
2015-12-17,596266114026.0,44772827.0,108.98,106.015892482449,44772827.0,102.92750078162399,112.25,102.92750078162399,108.98,0
2015-12-16,609178465183.0,56238467.0,111.34,105.770332286053,56238467.0,105.156431795064,111.99,102.757497568735,108.8,1
2015-12-15,604527830232.0,53323105.0,110.49,106.535346744056,53323105.0,104.353638845308,112.8,104.221414124172,110.35,1
2015-12-14,615415787352.0,65003609.0,112.48,106.422011268796,65003609.0,106.23311881003,112.68,103.692515239627,109.79,1
2015-12-11,619245722017.0,46886161.0,113.18,108.98150408507601,46886161.0,106.894242415711,115.39,106.583514321041,112.851,1
2015-12-10,635605014373.0,29212727.0,116.17,110.445420640513,29212727.0,109.718184674264,116.94,109.094839560336,115.51,1
2015-12-09,632595779993.0,46361357.0,115.62,111.15376736088601,46361357.0,109.198730412657,117.69,108.68872077398899,115.08,0
2015-12-08,646875964959.0,34309450.0,118.23,112.013228048271,34309450.0,111.663776999554,118.6,110.369863657007,116.86,1
2015-12-07,647149531721.0,32084249.0,118.28,113.203250538498,32084249.0,111.711000114246,119.86,111.267102836145,117.81,0
2015-12-04,651253033148.0,57776977.0,119.03,112.627128539261,57776977.0,112.419346834618,119.25,108.71705464280399,115.11,1
2015-12-03,630297819194.0,41569509.0,115.2,110.303751296439,41569509.0,108.80205624924801,116.79,107.87648320129499,114.22,1
2015-12-02,636206861249.0,33386563.0,116.28,111.55044152429501,33386563.0,109.82207552658501,118.11,109.633183067819,116.08,1
2015-12-01,642006476599.0,34852374.0,117.34,112.21156512997601,34852374.0,110.823205558045,118.81,110.369863657007,116.86,0
2015-11-30,647258958426.0,39180322.0,118.3,112.778242506274,39180322.0,111.72988936012199,119.41,111.210435098516,117.75,1
2015-11-27,644578004160.0,13046445.0,117.81,111.833780212444,13046445.0,111.267102836145,118.41,111.06876575444099,117.6,1
2015-11-25,645781697912.0,21388308.0,118.03,112.608239293385,21388308.0,111.474884540788,119.23,111.37099368846701,117.92,0
2015-11-24,650432332862.0,42803172.0,118.88,112.721574768644,42803172.0,112.277677490544,119.35,110.615423853403,117.12,1
2015-11-23,644249724046.0,32482528.0,117.75,113.0804704403,32482528.0,111.210435098516,119.73,110.823205558045,117.34,0
2015-11-20,652730293662.0,34287096.0,119.3,113.259918276127,34287096.0,112.674351653953,119.92,112.249343621729,118.85,0
2015-11-19,649885199339.0,43295820.0,118.78,113.099359686176,43295820.0,112.183231261161,119.75,110.27541742762399,116.76,0
2015-11-18,641732909837.0,46674697.0,117.29,110.96487490212,46674697.0,110.775982443354,117.49,109.085394937398,115.5,0
